sim_time, my_robot/rail_cart_joint?0/position_1
1.069, -8.72435e-12
1.07, 1.28269e-11
1.071, 1.24298e-11
1.072, -9.11271e-12
1.073, -8.70326e-12
1.074, 1.28479e-11
1.075, 1.24509e-11
1.076, -9.09162e-12
1.077, -8.68217e-12
1.078, 1.2869e-11
1.079, 1.2472e-11
1.08, -9.07052e-12
1.081, -8.66107e-12
1.082, 1.28901e-11
1.083, 1.24931e-11
1.084, -9.04943e-12
1.085, -8.63998e-12
1.086, 1.29112e-11
1.087, 1.25142e-11
1.088, -9.02833e-12
1.089, -8.61888e-12
1.09, 1.29323e-11
1.091, 1.25353e-11
1.092, -9.00724e-12
1.093, -8.59757e-12
1.094, 1.29536e-11
1.095, 1.25566e-11
1.096, -8.98592e-12
1.097, -8.57625e-12
1.098, 1.2975e-11
1.099, 1.25779e-11
1.1, -8.96416e-12
1.101, -8.55449e-12
1.102, 1.29967e-11
1.103, 1.25997e-11
1.104, -8.94262e-12
1.105, -8.53295e-12
1.106, 1.30185e-11
1.107, 1.26217e-11
1.108, -8.92064e-12
1.109, -8.51097e-12
1.11, 1.30405e-11
1.111, 1.26437e-11
1.112, -8.89866e-12
1.113, -8.48899e-12
1.114, 1.30624e-11
1.115, 1.26656e-11
1.116, -8.87668e-12
1.117, -8.467e-12
1.118, 1.30844e-11
1.119, 1.26876e-11
1.12, -8.85469e-12
1.121, -8.44502e-12
1.122, 1.31064e-11
1.123, 1.27096e-11
1.124, -8.83271e-12
1.125, -8.42304e-12
1.126, 1.31284e-11
1.127, 1.27316e-11
1.128, -8.81073e-12
1.129, -8.40084e-12
1.13, 1.31506e-11
1.131, 1.27538e-11
1.132, -8.78853e-12
1.133, -8.37863e-12
1.134, 1.31728e-11
1.135, 1.2776e-11
1.136, -8.7661e-12
1.137, -8.3562e-12
1.138, 1.31952e-11
1.139, 1.27984e-11
1.14, -8.74367e-12
1.141, -8.33378e-12
1.142, 1.32179e-11
1.143, 1.28213e-11
1.144, -8.7208e-12
1.145, -8.31091e-12
1.146, 1.32407e-11
1.147, 1.28442e-11
1.148, -8.69793e-12
1.149, -8.28804e-12
1.15, 1.32636e-11
1.151, 1.2867e-11
1.152, -8.67484e-12
1.153, -8.26494e-12
