sim_time, my_robot/cart?world_linear_velocity/x_1
1.066, 1.94512e-11
1.067, -3.09574e-11
1.068, -9.00819e-12
1.069, 4.12559e-11
1.07, 1.9476e-11
1.071, -3.09364e-11
1.072, -8.99491e-12
1.073, 4.12731e-11
1.074, 1.9497e-11
1.075, -3.09154e-11
1.076, -8.96635e-12
1.077, 4.13018e-11
1.078, 1.95218e-11
1.079, -3.08868e-11
1.08, -8.94159e-12
1.081, 4.13266e-11
1.082, 1.95504e-11
1.083, -3.08582e-11
1.084, -8.91299e-12
1.085, 4.13552e-11
1.086, 1.95752e-11
1.087, -3.08335e-11
1.088, -8.8844e-12
1.089, 4.13838e-11
1.09, 1.95999e-11
1.091, -3.08087e-11
1.092, -8.86348e-12
1.093, 4.14047e-11
1.094, 1.96285e-11
1.095, -3.07839e-11
1.096, -8.83489e-12
1.097, 4.14333e-11
1.098, 1.96456e-11
1.099, -3.07592e-11
1.1, -8.81015e-12
1.101, 4.1458e-11
1.102, 1.9678e-11
1.103, -3.07305e-11
1.104, -8.78915e-12
1.105, 4.14789e-11
1.106, 1.97027e-11
1.107, -3.07135e-11
1.108, -8.76441e-12
1.109, 4.14998e-11
1.11, 1.97198e-11
1.111, -3.06887e-11
1.112, -8.73969e-12
1.113, 4.15283e-11
1.114, 1.97444e-11
1.115, -3.06639e-11
1.116, -8.71876e-12
1.117, 4.15492e-11
1.118, 1.9773e-11
1.119, -3.06392e-11
1.12, -8.69022e-12
1.121, 4.15739e-11
1.122, 1.97977e-11
1.123, -3.06107e-11
1.124, -8.6617e-12
1.125, 4.16024e-11
1.126, 1.98262e-11
1.127, -3.0586e-11
1.128, -8.64092e-12
1.129, 4.16311e-11
1.13, 1.98509e-11
1.131, -3.05614e-11
1.132, -8.61241e-12
1.133, 4.16557e-11
1.134, 1.98756e-11
1.135, -3.05367e-11
1.136, -8.58774e-12
1.137, 4.16804e-11
1.138, 1.98964e-11
1.139, -3.05082e-11
1.14, -8.56697e-12
1.141, 4.17014e-11
1.142, 1.99212e-11
1.143, -3.04912e-11
1.144, -8.54231e-12
1.145, 4.17222e-11
1.146, 1.9942e-11
1.147, -3.04703e-11
1.148, -8.52149e-12
1.149, 4.17469e-11
1.15, 1.99705e-11
1.151, -3.04418e-11
1.152, -8.49686e-12
1.153, 4.17715e-11
