sim_time, my_robot/cart?world_linear_acceleration/x_1
1.068, 2.3571e-08
1.069, 4.86959e-08
1.07, -2.34014e-08
1.071, -4.88445e-08
1.072, 2.35633e-08
1.073, 4.86997e-08
1.074, -2.33976e-08
1.075, -4.88445e-08
1.076, 2.35709e-08
1.077, 4.86999e-08
1.078, -2.34015e-08
1.079, -4.88407e-08
1.08, 2.3567e-08
1.081, 4.86999e-08
1.082, -2.33977e-08
1.083, -4.88407e-08
1.084, 2.3567e-08
1.085, 4.86999e-08
1.086, -2.34015e-08
1.087, -4.88407e-08
1.088, 2.35708e-08
1.089, 4.86999e-08
1.09, -2.34054e-08
1.091, -4.88407e-08
1.092, 2.3567e-08
1.093, 4.87e-08
1.094, -2.33977e-08
1.095, -4.88445e-08
1.096, 2.35708e-08
1.097, 4.87e-08
1.098, -2.34092e-08
1.099, -4.88368e-08
1.1, 2.35708e-08
1.101, 4.86999e-08
1.102, -2.34016e-08
1.103, -4.88406e-08
1.104, 2.35632e-08
1.105, 4.86998e-08
1.106, -2.33977e-08
1.107, -4.88482e-08
1.108, 2.35709e-08
1.109, 4.86959e-08
1.11, -2.34015e-08
1.111, -4.88405e-08
1.112, 2.35708e-08
1.113, 4.86998e-08
1.114, -2.34054e-08
1.115, -4.88404e-08
1.116, 2.3567e-08
1.117, 4.86997e-08
1.118, -2.33978e-08
1.119, -4.88442e-08
1.12, 2.35708e-08
1.121, 4.86959e-08
1.122, -2.33978e-08
1.123, -4.88403e-08
1.124, 2.35708e-08
1.125, 4.86959e-08
1.126, -2.33978e-08
1.127, -4.88442e-08
1.128, 2.35668e-08
1.129, 4.87037e-08
1.13, -2.34017e-08
1.131, -4.88443e-08
1.132, 2.35708e-08
1.133, 4.86999e-08
1.134, -2.34017e-08
1.135, -4.88443e-08
1.136, 2.35707e-08
1.137, 4.86999e-08
1.138, -2.34055e-08
1.139, -4.88366e-08
1.14, 2.3563e-08
1.141, 4.87001e-08
1.142, -2.34017e-08
1.143, -4.88443e-08
1.144, 2.35706e-08
1.145, 4.86963e-08
1.146, -2.34017e-08
1.147, -4.88443e-08
1.148, 2.35706e-08
1.149, 4.87001e-08
1.15, -2.33979e-08
1.151, -4.88443e-08
1.152, 2.35668e-08
1.153, 4.87001e-08
