sim_time, my_robot/rail_cart_joint?0/position
8.675, -3.77833e-07
8.676, -3.78576e-07
8.677, -3.79299e-07
8.678, -3.80001e-07
8.679, -3.80727e-07
8.68, -3.81476e-07
8.681, -3.82204e-07
8.682, -3.82912e-07
8.683, -3.83643e-07
8.684, -3.84397e-07
8.685, -3.85131e-07
8.686, -3.85844e-07
8.687, -3.86581e-07
8.688, -3.87341e-07
8.689, -3.8808e-07
8.69, -3.888e-07
8.691, -3.89542e-07
8.692, -3.90308e-07
8.693, -3.91052e-07
8.694, -3.91777e-07
8.695, -3.92526e-07
8.696, -3.93297e-07
8.697, -3.94047e-07
8.698, -3.94778e-07
8.699, -3.95532e-07
8.7, -3.96309e-07
8.701, -3.97065e-07
8.702, -3.97801e-07
8.703, -3.98561e-07
8.704, -3.99344e-07
8.705, -4.00106e-07
8.706, -4.00848e-07
8.707, -4.01614e-07
8.708, -4.02402e-07
8.709, -4.0317e-07
8.71, -4.03918e-07
8.711, -4.0469e-07
8.712, -4.05484e-07
8.713, -4.06257e-07
8.714, -4.07011e-07
8.715, -4.07789e-07
8.716, -4.08589e-07
8.717, -4.09369e-07
8.718, -4.10129e-07
8.719, -4.10912e-07
8.72, -4.11718e-07
8.721, -4.12504e-07
8.722, -4.1327e-07
8.723, -4.14059e-07
8.724, -4.14871e-07
8.725, -4.15663e-07
8.726, -4.16435e-07
8.727, -4.1723e-07
8.728, -4.18048e-07
8.729, -4.18846e-07
8.73, -4.19624e-07
8.731, -4.20426e-07
8.732, -4.2125e-07
8.733, -4.22054e-07
8.734, -4.22838e-07
8.735, -4.23645e-07
8.736, -4.24476e-07
8.737, -4.25286e-07
8.738, -4.26076e-07
8.739, -4.2689e-07
8.74, -4.27726e-07
8.741, -4.28543e-07
8.742, -4.29339e-07
8.743, -4.30159e-07
8.744, -4.31002e-07
8.745, -4.31824e-07
8.746, -4.32627e-07
8.747, -4.33454e-07
8.748, -4.34303e-07
8.749, -4.35131e-07
8.75, -4.3594e-07
8.751, -4.36773e-07
8.752, -4.37629e-07
8.753, -4.38464e-07
8.754, -4.39279e-07
8.755, -4.40118e-07
8.756, -4.4098e-07
8.757, -4.41821e-07
8.758, -4.42643e-07
8.759, -4.43489e-07
8.76, -4.44357e-07
8.761, -4.45205e-07
8.762, -4.46033e-07
8.763, -4.46885e-07
8.764, -4.4776e-07
8.765, -4.48614e-07
8.766, -4.49449e-07
8.767, -4.50308e-07
8.768, -4.51189e-07
8.769, -4.5205e-07
8.77, -4.52891e-07
8.771, -4.53756e-07
8.772, -4.54644e-07
8.773, -4.55511e-07
8.774, -4.5636e-07
8.775, -4.57231e-07
8.776, -4.58126e-07
8.777, -4.59e-07
8.778, -4.59854e-07
8.779, -4.60733e-07
8.78, -4.61634e-07
8.781, -4.62515e-07
8.782, -4.63376e-07
8.783, -4.64261e-07
8.784, -4.65169e-07
8.785, -4.66057e-07
8.786, -4.66925e-07
8.787, -4.67817e-07
8.788, -4.68731e-07
8.789, -4.69626e-07
8.79, -4.70501e-07
8.791, -4.71399e-07
8.792, -4.72321e-07
8.793, -4.73222e-07
8.794, -4.74104e-07
8.795, -4.75009e-07
8.796, -4.75938e-07
8.797, -4.76846e-07
8.798, -4.77735e-07
8.799, -4.78647e-07
8.8, -4.79582e-07
8.801, -4.80497e-07
8.802, -4.81393e-07
8.803, -4.82313e-07
8.804, -4.83255e-07
8.805, -4.84177e-07
8.806, -4.8508e-07
8.807, -4.86006e-07
8.808, -4.86956e-07
8.809, -4.87885e-07
8.81, -4.88794e-07
8.811, -4.89728e-07
8.812, -4.90684e-07
8.813, -4.91621e-07
8.814, -4.92538e-07
8.815, -4.93478e-07
8.816, -4.94442e-07
8.817, -4.95385e-07
8.818, -4.9631e-07
8.819, -4.97257e-07
8.82, -4.98228e-07
8.821, -4.99179e-07
8.822, -5.0011e-07
8.823, -5.01066e-07
8.824, -5.02044e-07
8.825, -5.03002e-07
8.826, -5.0394e-07
8.827, -5.04903e-07
8.828, -5.05888e-07
8.829, -5.06853e-07
8.83, -5.07799e-07
8.831, -5.08769e-07
8.832, -5.09762e-07
8.833, -5.10735e-07
8.834, -5.11688e-07
8.835, -5.12665e-07
8.836, -5.13666e-07
8.837, -5.14646e-07
8.838, -5.15607e-07
8.839, -5.16591e-07
8.84, -5.17599e-07
8.841, -5.18587e-07
8.842, -5.19555e-07
8.843, -5.20547e-07
8.844, -5.21563e-07
8.845, -5.22558e-07
8.846, -5.23534e-07
8.847, -5.24534e-07
8.848, -5.25557e-07
8.849, -5.26559e-07
8.85, -5.27543e-07
8.851, -5.2855e-07
8.852, -5.29581e-07
8.853, -5.30592e-07
8.854, -5.31583e-07
8.855, -5.32598e-07
8.856, -5.33636e-07
8.857, -5.34655e-07
8.858, -5.35654e-07
8.859, -5.36677e-07
8.86, -5.37723e-07
8.861, -5.38749e-07
8.862, -5.39756e-07
8.863, -5.40786e-07
8.864, -5.4184e-07
8.865, -5.42874e-07
8.866, -5.43889e-07
8.867, -5.44928e-07
8.868, -5.45989e-07
8.869, -5.47031e-07
8.87, -5.48054e-07
8.871, -5.49101e-07
8.872, -5.5017e-07
8.873, -5.5122e-07
8.874, -5.52251e-07
8.875, -5.53305e-07
8.876, -5.54383e-07
8.877, -5.55441e-07
8.878, -5.5648e-07
8.879, -5.57542e-07
8.88, -5.58628e-07
8.881, -5.59694e-07
8.882, -5.60741e-07
8.883, -5.61812e-07
8.884, -5.62906e-07
8.885, -5.6398e-07
8.886, -5.65035e-07
8.887, -5.66114e-07
8.888, -5.67216e-07
8.889, -5.68299e-07
8.89, -5.69362e-07
8.891, -5.70449e-07
8.892, -5.7156e-07
8.893, -5.7265e-07
8.894, -5.73722e-07
8.895, -5.74818e-07
8.896, -5.75936e-07
8.897, -5.77035e-07
8.898, -5.78115e-07
8.899, -5.79219e-07
8.9, -5.80347e-07
8.901, -5.81454e-07
8.902, -5.82542e-07
8.903, -5.83655e-07
8.904, -5.84791e-07
8.905, -5.85906e-07
8.906, -5.87003e-07
8.907, -5.88124e-07
8.908, -5.89268e-07
8.909, -5.90393e-07
8.91, -5.91498e-07
8.911, -5.92628e-07
8.912, -5.93781e-07
8.913, -5.94914e-07
8.914, -5.96028e-07
8.915, -5.97166e-07
8.916, -5.98327e-07
8.917, -5.99469e-07
8.918, -6.00592e-07
8.919, -6.01739e-07
8.92, -6.02909e-07
8.921, -6.04059e-07
8.922, -6.05191e-07
8.923, -6.06347e-07
8.924, -6.07526e-07
8.925, -6.08685e-07
8.926, -6.09825e-07
8.927, -6.1099e-07
8.928, -6.12178e-07
8.929, -6.13346e-07
8.93, -6.14495e-07
8.931, -6.15668e-07
8.932, -6.16865e-07
8.933, -6.18042e-07
8.934, -6.192e-07
8.935, -6.20383e-07
8.936, -6.21589e-07
8.937, -6.22775e-07
8.938, -6.23942e-07
8.939, -6.25133e-07
8.94, -6.26348e-07
8.941, -6.27543e-07
8.942, -6.2872e-07
8.943, -6.2992e-07
8.944, -6.31144e-07
8.945, -6.32349e-07
8.946, -6.33534e-07
8.947, -6.34744e-07
8.948, -6.35977e-07
8.949, -6.37191e-07
8.95, -6.38385e-07
8.951, -6.39604e-07
8.952, -6.40847e-07
8.953, -6.4207e-07
8.954, -6.43274e-07
8.955, -6.44502e-07
8.956, -6.45754e-07
8.957, -6.46986e-07
8.958, -6.482e-07
8.959, -6.49437e-07
8.96, -6.50699e-07
8.961, -6.5194e-07
8.962, -6.53163e-07
8.963, -6.5441e-07
8.964, -6.55681e-07
8.965, -6.56932e-07
8.966, -6.58165e-07
8.967, -6.59421e-07
8.968, -6.60702e-07
8.969, -6.61962e-07
8.97, -6.63204e-07
8.971, -6.64471e-07
8.972, -6.65761e-07
8.973, -6.67031e-07
8.974, -6.68283e-07
8.975, -6.69559e-07
8.976, -6.70858e-07
8.977, -6.72139e-07
8.978, -6.734e-07
8.979, -6.74686e-07
8.98, -6.75995e-07
8.981, -6.77285e-07
8.982, -6.78556e-07
8.983, -6.79852e-07
8.984, -6.81171e-07
8.985, -6.82471e-07
8.986, -6.83752e-07
8.987, -6.85058e-07
8.988, -6.86387e-07
8.989, -6.87697e-07
8.99, -6.88988e-07
8.991, -6.90303e-07
8.992, -6.91643e-07
8.993, -6.92962e-07
8.994, -6.94264e-07
8.995, -6.95589e-07
8.996, -6.96939e-07
8.997, -6.98268e-07
8.998, -6.9958e-07
8.999, -7.00916e-07
9, -7.02275e-07
9.001, -7.03615e-07
9.002, -7.04937e-07
9.003, -7.06283e-07
9.004, -7.07652e-07
9.005, -7.09003e-07
9.006, -7.10334e-07
9.007, -7.11691e-07
9.008, -7.13071e-07
9.009, -7.14431e-07
9.01, -7.15774e-07
9.011, -7.1714e-07
9.012, -7.18531e-07
9.013, -7.19902e-07
9.014, -7.21254e-07
9.015, -7.22632e-07
9.016, -7.24032e-07
9.017, -7.25414e-07
9.018, -7.26777e-07
9.019, -7.28165e-07
9.02, -7.29576e-07
9.021, -7.30968e-07
9.022, -7.32342e-07
9.023, -7.3374e-07
9.024, -7.35163e-07
9.025, -7.36565e-07
9.026, -7.3795e-07
9.027, -7.39359e-07
9.028, -7.40792e-07
9.029, -7.42205e-07
9.03, -7.436e-07
9.031, -7.4502e-07
9.032, -7.46464e-07
9.033, -7.47888e-07
9.034, -7.49294e-07
9.035, -7.50725e-07
9.036, -7.52179e-07
9.037, -7.53615e-07
9.038, -7.55032e-07
9.039, -7.56473e-07
9.04, -7.57939e-07
9.041, -7.59385e-07
9.042, -7.60813e-07
9.043, -7.62265e-07
9.044, -7.63742e-07
9.045, -7.65199e-07
9.046, -7.66638e-07
9.047, -7.68102e-07
9.048, -7.6959e-07
9.049, -7.71058e-07
9.05, -7.72509e-07
9.051, -7.73984e-07
9.052, -7.75482e-07
9.053, -7.76962e-07
9.054, -7.78424e-07
9.055, -7.7991e-07
9.056, -7.8142e-07
9.057, -7.82911e-07
9.058, -7.84384e-07
9.059, -7.85882e-07
9.06, -7.87403e-07
9.061, -7.88906e-07
9.062, -7.9039e-07
9.063, -7.91899e-07
9.064, -7.93432e-07
9.065, -7.94946e-07
9.066, -7.96442e-07
9.067, -7.97963e-07
9.068, -7.99507e-07
9.069, -8.01033e-07
9.07, -8.0254e-07
9.071, -8.04073e-07
9.072, -8.05629e-07
9.073, -8.07166e-07
9.074, -8.08685e-07
9.075, -8.10229e-07
9.076, -8.11797e-07
9.077, -8.13347e-07
9.078, -8.14877e-07
9.079, -8.16433e-07
9.08, -8.18013e-07
9.081, -8.19574e-07
9.082, -8.21117e-07
9.083, -8.22685e-07
9.084, -8.24276e-07
9.085, -8.25849e-07
9.086, -8.27404e-07
9.087, -8.28984e-07
9.088, -8.30588e-07
9.089, -8.32173e-07
9.09, -8.33739e-07
9.091, -8.35331e-07
9.092, -8.36947e-07
9.093, -8.38544e-07
9.094, -8.40123e-07
9.095, -8.41727e-07
9.096, -8.43355e-07
9.097, -8.44965e-07
9.098, -8.46556e-07
9.099, -8.48172e-07
9.1, -8.49813e-07
9.101, -8.51434e-07
9.102, -8.53038e-07
9.103, -8.54666e-07
9.104, -8.56319e-07
9.105, -8.57953e-07
9.106, -8.59569e-07
9.107, -8.6121e-07
9.108, -8.62876e-07
9.109, -8.64522e-07
9.11, -8.66151e-07
9.111, -8.67805e-07
9.112, -8.69483e-07
9.113, -8.71142e-07
9.114, -8.72783e-07
9.115, -8.74449e-07
9.116, -8.7614e-07
9.117, -8.77812e-07
9.118, -8.79466e-07
9.119, -8.81145e-07
9.12, -8.82848e-07
9.121, -8.84533e-07
9.122, -8.86199e-07
9.123, -8.87891e-07
9.124, -8.89608e-07
9.125, -8.91305e-07
9.126, -8.92985e-07
9.127, -8.9469e-07
9.128, -8.96419e-07
9.129, -8.9813e-07
9.13, -8.99822e-07
9.131, -9.0154e-07
9.132, -9.03282e-07
9.133, -9.05006e-07
9.134, -9.06712e-07
9.135, -9.08443e-07
9.136, -9.10198e-07
9.137, -9.11935e-07
9.138, -9.13654e-07
9.139, -9.15399e-07
9.14, -9.17167e-07
9.141, -9.18918e-07
9.142, -9.2065e-07
9.143, -9.22408e-07
9.144, -9.2419e-07
9.145, -9.25953e-07
9.146, -9.27699e-07
9.147, -9.2947e-07
9.148, -9.31266e-07
9.149, -9.33043e-07
9.15, -9.34802e-07
9.151, -9.36587e-07
9.152, -9.38396e-07
9.153, -9.40187e-07
9.154, -9.4196e-07
9.155, -9.43758e-07
9.156, -9.45581e-07
9.157, -9.47385e-07
9.158, -9.49172e-07
9.159, -9.50984e-07
9.16, -9.52821e-07
9.161, -9.54639e-07
9.162, -9.56439e-07
9.163, -9.58265e-07
9.164, -9.60116e-07
9.165, -9.61948e-07
9.166, -9.63762e-07
9.167, -9.65602e-07
9.168, -9.67467e-07
9.169, -9.69313e-07
9.17, -9.71142e-07
9.171, -9.72996e-07
9.172, -9.74874e-07
9.173, -9.76735e-07
9.174, -9.78577e-07
9.175, -9.80445e-07
9.176, -9.82338e-07
9.177, -9.84213e-07
9.178, -9.8607e-07
9.179, -9.87952e-07
9.18, -9.8986e-07
9.181, -9.91748e-07
9.182, -9.9362e-07
9.183, -9.95517e-07
9.184, -9.97438e-07
9.185, -9.99342e-07
9.186, -1.00123e-06
9.187, -1.00314e-06
9.188, -1.00508e-06
9.189, -1.00699e-06
9.19, -1.00889e-06
9.191, -1.01082e-06
9.192, -1.01277e-06
9.193, -1.0147e-06
9.194, -1.01662e-06
9.195, -1.01856e-06
9.196, -1.02052e-06
9.197, -1.02247e-06
9.198, -1.0244e-06
9.199, -1.02636e-06
9.2, -1.02834e-06
9.201, -1.0303e-06
9.202, -1.03225e-06
9.203, -1.03422e-06
9.204, -1.03621e-06
9.205, -1.03819e-06
9.206, -1.04015e-06
9.207, -1.04213e-06
9.208, -1.04414e-06
9.209, -1.04614e-06
9.21, -1.04811e-06
9.211, -1.05011e-06
9.212, -1.05214e-06
9.213, -1.05415e-06
9.214, -1.05614e-06
9.215, -1.05815e-06
9.216, -1.06019e-06
9.217, -1.06222e-06
9.218, -1.06422e-06
9.219, -1.06626e-06
9.22, -1.06831e-06
9.221, -1.07035e-06
9.222, -1.07237e-06
9.223, -1.07442e-06
9.224, -1.07649e-06
9.225, -1.07855e-06
9.226, -1.08058e-06
9.227, -1.08265e-06
9.228, -1.08473e-06
9.229, -1.0868e-06
9.23, -1.08886e-06
9.231, -1.09093e-06
9.232, -1.09304e-06
9.233, -1.09512e-06
9.234, -1.09719e-06
9.235, -1.09929e-06
9.236, -1.10141e-06
9.237, -1.10351e-06
9.238, -1.10559e-06
9.239, -1.1077e-06
9.24, -1.10984e-06
9.241, -1.11196e-06
9.242, -1.11406e-06
9.243, -1.11618e-06
9.244, -1.11834e-06
9.245, -1.12047e-06
9.246, -1.12259e-06
9.247, -1.12473e-06
9.248, -1.1269e-06
9.249, -1.12905e-06
9.25, -1.13118e-06
9.251, -1.13334e-06
9.252, -1.13553e-06
9.253, -1.13769e-06
9.254, -1.13984e-06
9.255, -1.14202e-06
9.256, -1.14422e-06
9.257, -1.1464e-06
9.258, -1.14857e-06
9.259, -1.15076e-06
9.26, -1.15298e-06
9.261, -1.15518e-06
9.262, -1.15736e-06
9.263, -1.15957e-06
9.264, -1.16181e-06
9.265, -1.16403e-06
9.266, -1.16623e-06
9.267, -1.16845e-06
9.268, -1.1707e-06
9.269, -1.17294e-06
9.27, -1.17515e-06
9.271, -1.1774e-06
9.272, -1.17967e-06
9.273, -1.18192e-06
9.274, -1.18415e-06
9.275, -1.18641e-06
9.276, -1.1887e-06
9.277, -1.19097e-06
9.278, -1.19322e-06
9.279, -1.1955e-06
9.28, -1.1978e-06
9.281, -1.20008e-06
9.282, -1.20235e-06
9.283, -1.20465e-06
9.284, -1.20697e-06
9.285, -1.20927e-06
9.286, -1.21156e-06
9.287, -1.21387e-06
9.288, -1.21621e-06
9.289, -1.21853e-06
9.29, -1.22084e-06
9.291, -1.22317e-06
9.292, -1.22552e-06
9.293, -1.22786e-06
9.294, -1.23018e-06
9.295, -1.23253e-06
9.296, -1.2349e-06
9.297, -1.23726e-06
9.298, -1.2396e-06
9.299, -1.24197e-06
9.3, -1.24436e-06
9.301, -1.24673e-06
9.302, -1.24909e-06
9.303, -1.25148e-06
9.304, -1.25389e-06
9.305, -1.25628e-06
9.306, -1.25866e-06
9.307, -1.26106e-06
9.308, -1.26349e-06
9.309, -1.2659e-06
9.31, -1.26829e-06
9.311, -1.27071e-06
9.312, -1.27316e-06
9.313, -1.27559e-06
9.314, -1.278e-06
9.315, -1.28044e-06
9.316, -1.28291e-06
9.317, -1.28536e-06
9.318, -1.28779e-06
9.319, -1.29025e-06
9.32, -1.29273e-06
9.321, -1.2952e-06
9.322, -1.29765e-06
9.323, -1.30012e-06
9.324, -1.30263e-06
9.325, -1.30511e-06
9.326, -1.30758e-06
9.327, -1.31008e-06
9.328, -1.3126e-06
9.329, -1.3151e-06
9.33, -1.31759e-06
9.331, -1.32011e-06
9.332, -1.32265e-06
9.333, -1.32517e-06
9.334, -1.32768e-06
9.335, -1.33021e-06
9.336, -1.33277e-06
9.337, -1.33532e-06
9.338, -1.33785e-06
9.339, -1.3404e-06
9.34, -1.34298e-06
9.341, -1.34554e-06
9.342, -1.34809e-06
9.343, -1.35066e-06
9.344, -1.35326e-06
9.345, -1.35584e-06
9.346, -1.35841e-06
9.347, -1.361e-06
9.348, -1.36362e-06
9.349, -1.36622e-06
9.35, -1.36881e-06
9.351, -1.37142e-06
9.352, -1.37406e-06
9.353, -1.37668e-06
9.354, -1.37929e-06
9.355, -1.38192e-06
9.356, -1.38458e-06
9.357, -1.38722e-06
9.358, -1.38985e-06
9.359, -1.3925e-06
9.36, -1.39518e-06
9.361, -1.39784e-06
9.362, -1.40049e-06
9.363, -1.40316e-06
9.364, -1.40586e-06
9.365, -1.40855e-06
9.366, -1.41121e-06
9.367, -1.41391e-06
9.368, -1.41663e-06
9.369, -1.41933e-06
9.37, -1.42202e-06
9.371, -1.42473e-06
9.372, -1.42747e-06
9.373, -1.4302e-06
9.374, -1.4329e-06
9.375, -1.43564e-06
9.376, -1.4384e-06
9.377, -1.44115e-06
9.378, -1.44387e-06
9.379, -1.44663e-06
9.38, -1.44941e-06
9.381, -1.45218e-06
9.382, -1.45493e-06
9.383, -1.45771e-06
9.384, -1.46051e-06
9.385, -1.4633e-06
9.386, -1.46607e-06
9.387, -1.46887e-06
9.388, -1.47169e-06
9.389, -1.4745e-06
9.39, -1.47729e-06
9.391, -1.48011e-06
9.392, -1.48296e-06
9.393, -1.48579e-06
9.394, -1.4886e-06
9.395, -1.49144e-06
9.396, -1.49431e-06
9.397, -1.49716e-06
9.398, -1.5e-06
9.399, -1.50286e-06
9.4, -1.50575e-06
9.401, -1.50863e-06
9.402, -1.51148e-06
9.403, -1.51437e-06
9.404, -1.51728e-06
9.405, -1.52018e-06
9.406, -1.52305e-06
9.407, -1.52596e-06
9.408, -1.5289e-06
9.409, -1.53181e-06
9.41, -1.53472e-06
9.411, -1.53764e-06
9.412, -1.5406e-06
9.413, -1.54354e-06
9.414, -1.54647e-06
9.415, -1.54942e-06
9.416, -1.5524e-06
9.417, -1.55536e-06
9.418, -1.55831e-06
9.419, -1.56128e-06
9.42, -1.56428e-06
9.421, -1.56727e-06
9.422, -1.57024e-06
9.423, -1.57323e-06
9.424, -1.57626e-06
9.425, -1.57926e-06
9.426, -1.58226e-06
9.427, -1.58528e-06
9.428, -1.58832e-06
9.429, -1.59136e-06
9.43, -1.59437e-06
9.431, -1.59741e-06
9.432, -1.60048e-06
9.433, -1.60354e-06
9.434, -1.60658e-06
9.435, -1.60964e-06
9.436, -1.61274e-06
9.437, -1.61581e-06
9.438, -1.61888e-06
9.439, -1.62197e-06
9.44, -1.62508e-06
9.441, -1.62819e-06
9.442, -1.63127e-06
9.443, -1.63438e-06
9.444, -1.63753e-06
9.445, -1.64065e-06
9.446, -1.64376e-06
9.447, -1.6469e-06
9.448, -1.65006e-06
9.449, -1.65321e-06
9.45, -1.65634e-06
9.451, -1.65951e-06
9.452, -1.6627e-06
9.453, -1.66587e-06
9.454, -1.66903e-06
9.455, -1.67221e-06
9.456, -1.67542e-06
9.457, -1.67862e-06
9.458, -1.6818e-06
9.459, -1.68501e-06
9.46, -1.68825e-06
9.461, -1.69147e-06
9.462, -1.69468e-06
9.463, -1.69791e-06
9.464, -1.70118e-06
9.465, -1.70442e-06
9.466, -1.70765e-06
9.467, -1.71091e-06
9.468, -1.7142e-06
9.469, -1.71747e-06
9.47, -1.72073e-06
9.471, -1.72401e-06
9.472, -1.72732e-06
9.473, -1.73062e-06
9.474, -1.7339e-06
9.475, -1.73721e-06
9.476, -1.74055e-06
9.477, -1.74387e-06
9.478, -1.74718e-06
9.479, -1.75051e-06
9.48, -1.75387e-06
9.481, -1.75722e-06
9.482, -1.76055e-06
9.483, -1.76391e-06
9.484, -1.7673e-06
9.485, -1.77067e-06
9.486, -1.77403e-06
9.487, -1.77742e-06
9.488, -1.78083e-06
9.489, -1.78423e-06
9.49, -1.78761e-06
9.491, -1.79102e-06
9.492, -1.79446e-06
9.493, -1.79789e-06
9.494, -1.8013e-06
9.495, -1.80474e-06
9.496, -1.8082e-06
9.497, -1.81165e-06
9.498, -1.81509e-06
9.499, -1.81855e-06
9.5, -1.82204e-06
9.501, -1.82552e-06
9.502, -1.82898e-06
9.503, -1.83248e-06
9.504, -1.83599e-06
9.505, -1.8395e-06
9.506, -1.84299e-06
9.507, -1.8465e-06
9.508, -1.85005e-06
9.509, -1.85358e-06
9.51, -1.8571e-06
9.511, -1.86064e-06
9.512, -1.86421e-06
9.513, -1.86777e-06
9.514, -1.87131e-06
9.515, -1.87489e-06
9.516, -1.87849e-06
9.517, -1.88207e-06
9.518, -1.88564e-06
9.519, -1.88924e-06
9.52, -1.89287e-06
9.521, -1.89648e-06
9.522, -1.90008e-06
9.523, -1.9037e-06
9.524, -1.90736e-06
9.525, -1.911e-06
9.526, -1.91462e-06
9.527, -1.91828e-06
9.528, -1.92196e-06
9.529, -1.92563e-06
9.53, -1.92928e-06
9.531, -1.93296e-06
9.532, -1.93667e-06
9.533, -1.94037e-06
9.534, -1.94405e-06
9.535, -1.94776e-06
9.536, -1.9515e-06
9.537, -1.95522e-06
9.538, -1.95893e-06
9.539, -1.96267e-06
9.54, -1.96644e-06
9.541, -1.97019e-06
9.542, -1.97393e-06
9.543, -1.9777e-06
9.544, -1.9815e-06
9.545, -1.98528e-06
9.546, -1.98904e-06
9.547, -1.99284e-06
9.548, -1.99666e-06
9.549, -2.00047e-06
9.55, -2.00427e-06
9.551, -2.0081e-06
9.552, -2.01195e-06
9.553, -2.01579e-06
9.554, -2.01962e-06
9.555, -2.02347e-06
9.556, -2.02735e-06
9.557, -2.03122e-06
9.558, -2.03508e-06
9.559, -2.03896e-06
9.56, -2.04287e-06
9.561, -2.04677e-06
9.562, -2.05066e-06
9.563, -2.05457e-06
9.564, -2.05851e-06
9.565, -2.06244e-06
9.566, -2.06636e-06
9.567, -2.0703e-06
9.568, -2.07427e-06
9.569, -2.07823e-06
9.57, -2.08218e-06
9.571, -2.08615e-06
9.572, -2.09015e-06
9.573, -2.09414e-06
9.574, -2.09812e-06
9.575, -2.10212e-06
9.576, -2.10615e-06
9.577, -2.11017e-06
9.578, -2.11418e-06
9.579, -2.11821e-06
9.58, -2.12228e-06
9.581, -2.12633e-06
9.582, -2.13036e-06
9.583, -2.13443e-06
9.584, -2.13853e-06
9.585, -2.14261e-06
9.586, -2.14667e-06
9.587, -2.15077e-06
9.588, -2.1549e-06
9.589, -2.15901e-06
9.59, -2.16311e-06
9.591, -2.16724e-06
9.592, -2.17139e-06
9.593, -2.17554e-06
9.594, -2.17967e-06
9.595, -2.18383e-06
9.596, -2.18802e-06
9.597, -2.19219e-06
9.598, -2.19636e-06
9.599, -2.20055e-06
9.6, -2.20477e-06
9.601, -2.20898e-06
9.602, -2.21317e-06
9.603, -2.21739e-06
9.604, -2.22165e-06
9.605, -2.22589e-06
9.606, -2.23011e-06
9.607, -2.23437e-06
9.608, -2.23866e-06
9.609, -2.24293e-06
9.61, -2.24719e-06
9.611, -2.25148e-06
9.612, -2.25579e-06
9.613, -2.2601e-06
9.614, -2.26439e-06
9.615, -2.26871e-06
9.616, -2.27306e-06
9.617, -2.2774e-06
9.618, -2.28173e-06
9.619, -2.28608e-06
9.62, -2.29046e-06
9.621, -2.29484e-06
9.622, -2.29919e-06
9.623, -2.30358e-06
9.624, -2.308e-06
9.625, -2.3124e-06
9.626, -2.3168e-06
9.627, -2.32122e-06
9.628, -2.32567e-06
9.629, -2.33011e-06
9.63, -2.33453e-06
9.631, -2.33899e-06
9.632, -2.34347e-06
9.633, -2.34794e-06
9.634, -2.3524e-06
9.635, -2.35689e-06
9.636, -2.36141e-06
9.637, -2.36592e-06
9.638, -2.37041e-06
9.639, -2.37494e-06
9.64, -2.37949e-06
9.641, -2.38403e-06
9.642, -2.38856e-06
9.643, -2.39312e-06
9.644, -2.39771e-06
9.645, -2.40228e-06
9.646, -2.40685e-06
9.647, -2.41144e-06
9.648, -2.41606e-06
9.649, -2.42067e-06
9.65, -2.42527e-06
9.651, -2.4299e-06
9.652, -2.43456e-06
9.653, -2.43921e-06
9.654, -2.44384e-06
9.655, -2.4485e-06
9.656, -2.4532e-06
9.657, -2.45788e-06
9.658, -2.46255e-06
9.659, -2.46725e-06
9.66, -2.47198e-06
9.661, -2.4767e-06
9.662, -2.4814e-06
9.663, -2.48614e-06
9.664, -2.4909e-06
9.665, -2.49566e-06
9.666, -2.5004e-06
9.667, -2.50517e-06
9.668, -2.50997e-06
9.669, -2.51476e-06
9.67, -2.51954e-06
9.671, -2.52435e-06
9.672, -2.52919e-06
9.673, -2.53401e-06
9.674, -2.53883e-06
9.675, -2.54367e-06
9.676, -2.54855e-06
9.677, -2.55341e-06
9.678, -2.55826e-06
9.679, -2.56315e-06
9.68, -2.56806e-06
9.681, -2.57296e-06
9.682, -2.57785e-06
9.683, -2.58277e-06
9.684, -2.58772e-06
9.685, -2.59266e-06
9.686, -2.59758e-06
9.687, -2.60254e-06
9.688, -2.60753e-06
9.689, -2.61251e-06
9.69, -2.61747e-06
9.691, -2.62247e-06
9.692, -2.62749e-06
9.693, -2.63251e-06
9.694, -2.63751e-06
9.695, -2.64254e-06
9.696, -2.64761e-06
9.697, -2.65266e-06
9.698, -2.6577e-06
9.699, -2.66277e-06
9.7, -2.66788e-06
9.701, -2.67297e-06
9.702, -2.67805e-06
9.703, -2.68316e-06
9.704, -2.6883e-06
9.705, -2.69343e-06
9.706, -2.69855e-06
9.707, -2.7037e-06
9.708, -2.70888e-06
9.709, -2.71405e-06
9.71, -2.71921e-06
9.711, -2.7244e-06
9.712, -2.72962e-06
9.713, -2.73483e-06
9.714, -2.74002e-06
9.715, -2.74525e-06
9.716, -2.75051e-06
9.717, -2.75576e-06
9.718, -2.761e-06
9.719, -2.76627e-06
9.72, -2.77157e-06
9.721, -2.77686e-06
9.722, -2.78214e-06
9.723, -2.78745e-06
9.724, -2.79279e-06
9.725, -2.79812e-06
9.726, -2.80344e-06
9.727, -2.80879e-06
9.728, -2.81417e-06
9.729, -2.81954e-06
9.73, -2.8249e-06
9.731, -2.83029e-06
9.732, -2.83571e-06
9.733, -2.84112e-06
9.734, -2.84652e-06
9.735, -2.85196e-06
9.736, -2.85742e-06
9.737, -2.86287e-06
9.738, -2.86831e-06
9.739, -2.87379e-06
9.74, -2.8793e-06
9.741, -2.88479e-06
9.742, -2.89027e-06
9.743, -2.89579e-06
9.744, -2.90134e-06
9.745, -2.90687e-06
9.746, -2.9124e-06
9.747, -2.91796e-06
9.748, -2.92355e-06
9.749, -2.92913e-06
9.75, -2.9347e-06
