sim_time, my_robot/cart?world_linear_acceleration/x
6.001, 4.03208e-08
6.002, -3.18033e-08
6.003, -5.72477e-08
6.004, 1.51332e-08
6.005, 4.02643e-08
6.006, -3.18714e-08
6.007, -5.73121e-08
6.008, 1.50725e-08
6.009, 4.0192e-08
6.01, -3.19246e-08
6.011, -5.73809e-08
6.012, 1.50037e-08
6.013, 4.01269e-08
6.014, -3.19899e-08
6.015, -5.74462e-08
6.016, 1.49382e-08
6.017, 4.00651e-08
6.018, -3.20595e-08
6.019, -5.75121e-08
6.02, 1.48798e-08
6.021, 3.99951e-08
6.022, -3.21257e-08
6.023, -5.75823e-08
6.024, 1.48095e-08
6.025, 3.99323e-08
6.026, -3.21925e-08
6.027, -5.76531e-08
6.028, 1.47463e-08
6.029, 3.98613e-08
6.03, -3.22559e-08
6.031, -5.77128e-08
6.032, 1.46749e-08
6.033, 3.97936e-08
6.034, -3.23237e-08
6.035, -5.77846e-08
6.036, 1.46069e-08
6.037, 3.97255e-08
6.038, -3.23959e-08
6.039, -5.78492e-08
6.04, 1.45383e-08
6.041, 3.96606e-08
6.042, -3.24686e-08
6.043, -5.79181e-08
6.044, 1.44692e-08
6.045, 3.95914e-08
6.046, -3.25379e-08
6.047, -5.79915e-08
6.048, 1.44034e-08
6.049, 3.95139e-08
6.05, -3.26078e-08
6.051, -5.80577e-08
6.052, 1.43333e-08
6.053, 3.94513e-08
6.054, -3.26744e-08
6.055, -5.81282e-08
6.056, 1.42587e-08
6.057, 3.93766e-08
6.058, -3.27492e-08
6.059, -5.81993e-08
6.06, 1.41875e-08
6.061, 3.93091e-08
6.062, -3.28169e-08
6.063, -5.82748e-08
6.064, 1.41195e-08
6.065, 3.92333e-08
6.066, -3.28928e-08
6.067, -5.83393e-08
6.068, 1.40395e-08
6.069, 3.91609e-08
6.07, -3.29577e-08
6.071, -5.84198e-08
6.072, 1.39666e-08
6.073, 3.90879e-08
6.074, -3.30347e-08
6.075, -5.84892e-08
6.076, 1.39009e-08
6.077, 3.90143e-08
6.078, -3.31084e-08
6.079, -5.85631e-08
6.08, 1.3823e-08
6.081, 3.89363e-08
6.082, -3.31789e-08
6.083, -5.86414e-08
6.084, 1.37523e-08
6.085, 3.88616e-08
6.086, -3.32537e-08
6.087, -5.87164e-08
6.088, 1.36733e-08
6.089, 3.87939e-08
6.09, -3.33292e-08
6.091, -5.87958e-08
6.092, 1.36053e-08
6.093, 3.87142e-08
6.094, -3.34052e-08
6.095, -5.88681e-08
6.096, 1.35213e-08
6.097, 3.86378e-08
6.098, -3.34894e-08
6.099, -5.89372e-08
6.1, 1.34406e-08
6.101, 3.85646e-08
6.102, -3.35666e-08
6.103, -5.90183e-08
6.104, 1.33708e-08
6.105, 3.84831e-08
6.106, -3.36482e-08
6.107, -5.90962e-08
6.108, 1.32889e-08
6.109, 3.84049e-08
6.11, -3.37189e-08
6.111, -5.91747e-08
6.112, 1.3214e-08
6.113, 3.833e-08
6.114, -3.38017e-08
6.115, -5.92539e-08
6.116, 1.31348e-08
6.117, 3.82467e-08
6.118, -3.38813e-08
6.119, -5.93336e-08
6.12, 1.30549e-08
6.121, 3.81667e-08
6.122, -3.39615e-08
6.123, -5.94139e-08
6.124, 1.29667e-08
6.125, 3.80861e-08
6.126, -3.40346e-08
6.127, -5.94949e-08
6.128, 1.28895e-08
6.129, 3.8001e-08
6.13, -3.4116e-08
6.131, -5.95726e-08
6.132, 1.28078e-08
6.133, 3.79191e-08
6.134, -3.42019e-08
6.135, -5.96586e-08
6.136, 1.27216e-08
6.137, 3.78443e-08
6.138, -3.42884e-08
6.139, -5.97414e-08
6.14, 1.26463e-08
6.141, 3.77573e-08
6.142, -3.43678e-08
6.143, -5.98287e-08
6.144, 1.25627e-08
6.145, 3.76735e-08
6.146, -3.44479e-08
6.147, -5.99128e-08
6.148, 1.24784e-08
6.149, 3.75891e-08
6.15, -3.45363e-08
6.151, -5.99975e-08
6.152, 1.23935e-08
6.153, 3.75002e-08
6.154, -3.46254e-08
6.155, -6.00791e-08
6.156, 1.2308e-08
6.157, 3.74183e-08
6.158, -3.47112e-08
6.159, -6.01651e-08
6.16, 1.22218e-08
6.161, 3.7332e-08
6.162, -3.47939e-08
6.163, -6.02518e-08
6.164, 1.21349e-08
6.165, 3.72449e-08
6.166, -3.48811e-08
6.167, -6.03392e-08
6.168, 1.20436e-08
6.169, 3.71573e-08
6.17, -3.49728e-08
6.171, -6.04272e-08
6.172, 1.19592e-08
6.173, 3.70689e-08
6.174, -3.50575e-08
6.175, -6.05159e-08
6.176, 1.18626e-08
6.177, 3.69799e-08
6.178, -3.51429e-08
6.179, -6.06053e-08
6.18, 1.17731e-08
6.181, 3.68901e-08
6.182, -3.52366e-08
6.183, -6.06915e-08
6.184, 1.1679e-08
6.185, 3.68036e-08
6.186, -3.53272e-08
6.187, -6.07899e-08
6.188, 1.16034e-08
6.189, 3.67086e-08
6.19, -3.54185e-08
6.191, -6.08814e-08
6.192, 1.15042e-08
6.193, 3.66168e-08
6.194, -3.55066e-08
6.195, -6.09735e-08
6.196, 1.14157e-08
6.197, 3.65205e-08
6.198, -3.55993e-08
6.199, -6.10702e-08
6.2, 1.13226e-08
6.201, 3.64311e-08
6.202, -3.57042e-08
6.203, -6.11523e-08
6.204, 1.12251e-08
6.205, 3.63372e-08
6.206, -3.57906e-08
6.207, -6.12542e-08
6.208, 1.11344e-08
6.209, 3.62425e-08
6.21, -3.58854e-08
6.211, -6.13416e-08
6.212, 1.10392e-08
6.213, 3.61472e-08
6.214, -3.5981e-08
6.215, -6.14411e-08
6.216, 1.09395e-08
6.217, 3.60473e-08
6.218, -3.60773e-08
6.219, -6.15376e-08
6.22, 1.0839e-08
6.221, 3.59581e-08
6.222, -3.61781e-08
6.223, -6.1631e-08
6.224, 1.07416e-08
6.225, 3.58567e-08
6.226, -3.62682e-08
6.227, -6.17327e-08
6.228, 1.06473e-08
6.229, 3.57584e-08
6.23, -3.63705e-08
6.231, -6.18314e-08
6.232, 1.05484e-08
6.233, 3.56593e-08
6.234, -3.64698e-08
6.235, -6.19309e-08
6.236, 1.04526e-08
6.237, 3.55633e-08
6.238, -3.65698e-08
6.239, -6.20349e-08
6.24, 1.03484e-08
6.241, 3.5455e-08
6.242, -3.66668e-08
6.243, -6.21359e-08
6.244, 1.02472e-08
6.245, 3.53537e-08
6.246, -3.67683e-08
6.247, -6.22338e-08
6.248, 1.01491e-08
6.249, 3.52554e-08
6.25, -3.68745e-08
6.251, -6.23402e-08
6.252, 1.00426e-08
6.253, 3.51525e-08
6.254, -3.69776e-08
6.255, -6.24397e-08
6.256, 9.93905e-09
6.257, 3.50487e-08
6.258, -3.70815e-08
6.259, -6.25399e-08
6.26, 9.83474e-09
6.261, 3.49442e-08
6.262, -3.71862e-08
6.263, -6.26487e-08
6.264, 9.72964e-09
6.265, 3.48351e-08
6.266, -3.72917e-08
6.267, -6.27544e-08
6.268, 9.6199e-09
6.269, 3.47328e-08
6.27, -3.73942e-08
6.271, -6.28609e-08
6.272, 9.51317e-09
6.273, 3.46297e-08
6.274, -3.75052e-08
6.275, -6.29682e-08
6.276, 9.40948e-09
6.277, 3.45182e-08
6.278, -3.76093e-08
6.279, -6.30802e-08
6.28, 9.30112e-09
6.281, 3.44096e-08
6.282, -3.77219e-08
6.283, -6.31892e-08
6.284, 9.19961e-09
6.285, 3.43002e-08
6.286, -3.78353e-08
6.287, -6.32952e-08
6.288, 9.08191e-09
6.289, 3.419e-08
6.29, -3.79458e-08
6.291, -6.34058e-08
6.292, 8.97488e-09
6.293, 3.4075e-08
6.294, -3.80532e-08
6.295, -6.35173e-08
6.296, 8.85933e-09
6.297, 3.39708e-08
6.298, -3.81692e-08
6.299, -6.36335e-08
6.3, 8.75443e-09
6.301, 3.3858e-08
6.302, -3.82822e-08
6.303, -6.37467e-08
6.304, 8.63333e-09
6.305, 3.37482e-08
6.306, -3.83923e-08
6.307, -6.3857e-08
6.308, 8.51519e-09
6.309, 3.36298e-08
6.31, -3.85108e-08
6.311, -6.39681e-08
6.312, 8.40001e-09
6.313, 3.35106e-08
6.314, -3.86226e-08
6.315, -6.40916e-08
6.316, 8.29163e-09
6.317, 3.33905e-08
6.318, -3.87353e-08
6.319, -6.42083e-08
6.32, 8.17469e-09
6.321, 3.3281e-08
6.322, -3.88603e-08
6.323, -6.43221e-08
6.324, 8.06068e-09
6.325, 3.31553e-08
6.326, -3.89786e-08
6.327, -6.44368e-08
6.328, 7.9381e-09
6.329, 3.30401e-08
6.33, -3.90978e-08
6.331, -6.456e-08
6.332, 7.81462e-09
6.333, 3.29203e-08
6.334, -3.92141e-08
6.335, -6.46842e-08
6.336, 7.69789e-09
6.337, 3.27995e-08
6.338, -3.93389e-08
6.339, -6.48055e-08
6.34, 7.57257e-09
6.341, 3.26777e-08
6.342, -3.94532e-08
6.343, -6.49238e-08
6.344, 7.45014e-09
6.345, 3.25551e-08
6.346, -3.95761e-08
6.347, -6.50431e-08
6.348, 7.32294e-09
6.349, 3.24315e-08
6.35, -3.97038e-08
6.351, -6.51748e-08
6.352, 7.20249e-09
6.353, 3.23108e-08
6.354, -3.98286e-08
6.355, -6.5296e-08
6.356, 7.07723e-09
6.357, 3.21815e-08
6.358, -3.99581e-08
6.359, -6.5422e-08
6.36, 6.95102e-09
6.361, 3.2055e-08
6.362, -4.0081e-08
6.363, -6.55489e-08
6.364, 6.82384e-09
6.365, 3.19314e-08
6.366, -4.02086e-08
6.367, -6.56768e-08
6.368, 6.69569e-09
6.369, 3.17992e-08
6.37, -4.03411e-08
6.371, -6.58057e-08
6.372, 6.5704e-09
6.373, 3.16737e-08
6.374, -4.04746e-08
6.375, -6.59318e-08
6.376, 6.43644e-09
6.377, 3.15395e-08
6.378, -4.05975e-08
6.379, -6.60703e-08
6.38, 6.30532e-09
6.381, 3.14081e-08
6.382, -4.07253e-08
6.383, -6.6206e-08
6.384, 6.18088e-09
6.385, 3.12757e-08
6.386, -4.08579e-08
6.387, -6.63389e-08
6.388, 6.04391e-09
6.389, 3.11423e-08
6.39, -4.09954e-08
6.391, -6.64689e-08
6.392, 5.90976e-09
6.393, 3.10079e-08
6.394, -4.11301e-08
6.395, -6.66e-08
6.396, 5.77074e-09
6.397, 3.08725e-08
6.398, -4.12658e-08
6.399, -6.6736e-08
6.4, 5.63453e-09
6.401, 3.0736e-08
6.402, -4.14025e-08
6.403, -6.68768e-08
6.404, 5.49728e-09
6.405, 3.06023e-08
6.406, -4.15403e-08
6.407, -6.7011e-08
6.408, 5.35896e-09
6.409, 3.04599e-08
6.41, -4.16791e-08
6.411, -6.71501e-08
6.412, 5.21577e-09
6.413, 3.03241e-08
6.414, -4.1819e-08
6.415, -6.72941e-08
6.416, 5.08301e-09
6.417, 3.01796e-08
6.418, -4.196e-08
6.419, -6.74353e-08
6.42, 4.9415e-09
6.421, 3.00378e-08
6.422, -4.21059e-08
6.423, -6.757e-08
6.424, 4.79507e-09
6.425, 2.9895e-08
6.426, -4.2249e-08
6.427, -6.77134e-08
6.428, 4.65139e-09
6.429, 2.9751e-08
6.43, -4.23932e-08
6.431, -6.78617e-08
6.432, 4.51045e-09
6.433, 2.96059e-08
6.434, -4.25386e-08
6.435, -6.80035e-08
6.436, 4.36072e-09
6.437, 2.94598e-08
6.438, -4.26773e-08
6.439, -6.81541e-08
6.44, 4.21372e-09
6.441, 2.93125e-08
6.442, -4.28287e-08
6.443, -6.82981e-08
6.444, 4.06175e-09
6.445, 2.91641e-08
6.446, -4.29736e-08
6.447, -6.84586e-08
6.448, 3.91633e-09
6.449, 2.90184e-08
6.45, -4.31273e-08
6.451, -6.86087e-08
6.452, 3.76592e-09
6.453, 2.88638e-08
6.454, -4.32821e-08
6.455, -6.87523e-08
6.456, 3.61819e-09
6.457, 2.87158e-08
6.458, -4.34304e-08
6.459, -6.89086e-08
6.46, 3.46547e-09
6.461, 2.85628e-08
6.462, -4.35914e-08
6.463, -6.90583e-08
6.464, 3.30775e-09
6.465, 2.84048e-08
6.466, -4.37458e-08
6.467, -6.92092e-08
6.468, 3.15268e-09
6.469, 2.82494e-08
6.47, -4.389e-08
6.471, -6.93729e-08
6.472, 2.99643e-09
6.473, 2.80929e-08
6.474, -4.40468e-08
6.475, -6.953e-08
6.476, 2.83898e-09
6.477, 2.79351e-08
6.478, -4.42049e-08
6.479, -6.96845e-08
6.48, 2.68416e-09
6.481, 2.77762e-08
6.482, -4.43718e-08
6.483, -6.98441e-08
6.484, 2.5243e-09
6.485, 2.7616e-08
6.486, -4.45323e-08
6.487, -7.00049e-08
6.488, 2.3632e-09
6.489, 2.74584e-08
6.49, -4.46902e-08
6.491, -7.01707e-08
6.492, 2.19704e-09
6.493, 2.72881e-08
6.494, -4.48493e-08
6.495, -7.03302e-08
6.496, 2.03347e-09
6.497, 2.71281e-08
6.498, -4.50173e-08
6.499, -7.04985e-08
6.5, 1.86865e-09
6.501, 2.6963e-08
6.502, -4.51828e-08
6.503, -7.06643e-08
6.504, 1.70641e-09
6.505, 2.68004e-08
6.506, -4.53533e-08
6.507, -7.08275e-08
6.508, 1.53522e-09
6.509, 2.66289e-08
6.51, -4.55175e-08
6.511, -7.09919e-08
6.512, 1.36658e-09
6.513, 2.64561e-08
6.514, -4.56867e-08
6.515, -7.11654e-08
6.516, 1.19666e-09
6.517, 2.62935e-08
6.518, -4.58612e-08
6.519, -7.13363e-08
6.52, 1.02543e-09
6.521, 2.61181e-08
6.522, -4.60292e-08
6.523, -7.15085e-08
6.524, 8.52892e-10
6.525, 2.59453e-08
6.526, -4.61986e-08
6.527, -7.1682e-08
6.528, 6.82867e-10
6.529, 2.57672e-08
6.53, -4.63731e-08
6.531, -7.18645e-08
6.532, 5.03853e-10
6.533, 2.55956e-08
6.534, -4.65566e-08
6.535, -7.20292e-08
6.536, 3.27316e-10
6.537, 2.54187e-08
6.538, -4.673e-08
6.539, -7.22106e-08
6.54, 1.49436e-10
6.541, 2.52443e-08
6.542, -4.69124e-08
6.543, -7.23895e-08
6.544, -2.9805e-11
6.545, 2.50609e-08
6.546, -4.70885e-08
6.547, -7.25736e-08
6.548, -2.10417e-10
6.549, 2.48799e-08
6.55, -4.72659e-08
6.551, -7.27553e-08
6.552, -3.88581e-10
6.553, 2.46976e-08
6.554, -4.74486e-08
6.555, -7.29421e-08
6.556, -5.75802e-10
6.557, 2.45138e-08
6.558, -4.76366e-08
6.559, -7.31189e-08
6.56, -7.60601e-10
6.561, 2.43287e-08
6.562, -4.78221e-08
6.563, -7.33009e-08
6.564, -9.42979e-10
6.565, 2.41383e-08
6.566, -4.8009e-08
6.567, -7.34882e-08
6.568, -1.13445e-09
6.569, 2.39541e-08
6.57, -4.81935e-08
6.571, -7.36807e-08
6.572, -1.31968e-09
6.573, 2.37609e-08
6.574, -4.83833e-08
6.575, -7.38786e-08
6.576, -1.51402e-09
6.577, 2.35738e-08
6.578, -4.85784e-08
6.579, -7.40587e-08
6.58, -1.70985e-09
6.581, 2.33853e-08
6.582, -4.87749e-08
6.583, -7.42556e-08
6.584, -1.89562e-09
6.585, 2.31838e-08
6.586, -4.89653e-08
6.587, -7.4454e-08
6.588, -2.09437e-09
6.589, 2.29924e-08
6.59, -4.91609e-08
6.591, -7.46462e-08
6.592, -2.2908e-09
6.593, 2.27917e-08
6.594, -4.93543e-08
6.595, -7.48437e-08
6.596, -2.48872e-09
6.597, 2.25973e-08
6.598, -4.95568e-08
6.599, -7.50466e-08
6.6, -2.68432e-09
6.601, 2.24013e-08
6.602, -4.9757e-08
6.603, -7.52472e-08
6.604, -2.88528e-09
6.605, 2.21961e-08
6.606, -4.99587e-08
6.607, -7.54455e-08
6.608, -3.08779e-09
6.609, 2.19894e-08
6.61, -5.01658e-08
6.611, -7.56491e-08
6.612, -3.29567e-09
6.613, 2.17888e-08
6.614, -5.0363e-08
6.615, -7.58544e-08
6.616, -3.50513e-09
6.617, 2.15828e-08
6.618, -5.05694e-08
6.619, -7.6065e-08
6.62, -3.70464e-09
6.621, 2.13752e-08
6.622, -5.07812e-08
6.623, -7.62695e-08
6.624, -3.91725e-09
6.625, 2.1166e-08
6.626, -5.09946e-08
6.627, -7.64757e-08
6.628, -4.12762e-09
6.629, 2.09553e-08
6.63, -5.12058e-08
6.631, -7.66872e-08
6.632, -4.33961e-09
6.633, 2.07429e-08
6.634, -5.14147e-08
6.635, -7.69081e-08
6.636, -4.5532e-09
6.637, 2.05289e-08
6.638, -5.16253e-08
6.639, -7.7123e-08
6.64, -4.76845e-09
6.641, 2.03132e-08
6.642, -5.18491e-08
6.643, -7.73317e-08
6.644, -4.9815e-09
6.645, 2.00921e-08
6.646, -5.20668e-08
6.647, -7.75537e-08
6.648, -5.20005e-09
6.649, 1.98808e-08
6.65, -5.22862e-08
6.651, -7.77735e-08
6.652, -5.42794e-09
6.653, 1.96601e-08
6.654, -5.24995e-08
6.655, -7.7995e-08
6.656, -5.64985e-09
6.657, 1.9434e-08
6.658, -5.27223e-08
6.659, -7.82259e-08
6.66, -5.86578e-09
6.661, 1.92099e-08
6.662, -5.29506e-08
6.663, -7.84431e-08
6.664, -6.0911e-09
6.665, 1.89842e-08
6.666, -5.31806e-08
6.667, -7.86658e-08
6.668, -6.31814e-09
6.669, 1.87529e-08
6.67, -5.34047e-08
6.671, -7.8898e-08
6.672, -6.55459e-09
6.673, 1.85275e-08
6.674, -5.36305e-08
6.675, -7.91319e-08
6.676, -6.77745e-09
6.677, 1.82965e-08
6.678, -5.38619e-08
6.679, -7.93638e-08
6.68, -7.01358e-09
6.681, 1.806e-08
6.682, -5.40989e-08
6.683, -7.95897e-08
6.684, -7.24766e-09
6.685, 1.78293e-08
6.686, -5.43301e-08
6.687, -7.98328e-08
6.688, -7.48352e-09
6.689, 1.75968e-08
6.69, -5.45707e-08
6.691, -8.00701e-08
6.692, -7.71735e-09
6.693, 1.7351e-08
6.694, -5.48092e-08
6.695, -8.03091e-08
6.696, -7.95684e-09
6.697, 1.71187e-08
6.698, -5.50573e-08
6.699, -8.05461e-08
6.7, -8.202e-09
6.701, 1.6877e-08
6.702, -5.52957e-08
6.703, -8.07888e-08
6.704, -8.44134e-09
6.705, 1.66295e-08
6.706, -5.5536e-08
6.707, -8.10334e-08
6.708, -8.69405e-09
6.709, 1.6384e-08
6.71, -5.57781e-08
6.711, -8.12837e-08
6.712, -8.93328e-09
6.713, 1.61366e-08
6.714, -5.60298e-08
6.715, -8.15282e-08
6.716, -9.18592e-09
6.717, 1.58873e-08
6.718, -5.62796e-08
6.719, -8.17784e-08
6.72, -9.43662e-09
6.721, 1.56361e-08
6.722, -5.65351e-08
6.723, -8.20267e-08
6.724, -9.69308e-09
6.725, 1.5383e-08
6.726, -5.6781e-08
6.727, -8.22846e-08
6.728, -9.94764e-09
6.729, 1.5128e-08
6.73, -5.70365e-08
6.731, -8.25444e-08
6.732, -1.01965e-08
6.733, 1.4871e-08
6.734, -5.73017e-08
6.735, -8.27947e-08
6.736, -1.04588e-08
6.737, 1.4612e-08
6.738, -5.75573e-08
6.739, -8.30585e-08
6.74, -1.07231e-08
6.741, 1.43511e-08
6.742, -5.78149e-08
6.743, -8.33205e-08
6.744, -1.09893e-08
6.745, 1.4092e-08
6.746, -5.80822e-08
6.747, -8.35844e-08
6.748, -1.12423e-08
6.749, 1.38194e-08
6.75, -5.83476e-08
6.751, -8.38504e-08
6.752, -1.15087e-08
6.753, 1.35562e-08
6.754, -5.86151e-08
6.755, -8.41184e-08
6.756, -1.17811e-08
6.757, 1.32872e-08
6.758, -5.88846e-08
6.759, -8.43884e-08
6.76, -1.20555e-08
6.761, 1.30161e-08
6.762, -5.91524e-08
6.763, -8.46682e-08
6.764, -1.23205e-08
6.765, 1.27468e-08
6.766, -5.94338e-08
6.767, -8.49347e-08
6.768, -1.25952e-08
6.769, 1.24716e-08
6.77, -5.97134e-08
6.771, -8.5211e-08
6.772, -1.28758e-08
6.773, 1.21904e-08
6.774, -5.99836e-08
6.775, -8.54895e-08
6.776, -1.31586e-08
6.777, 1.19147e-08
6.778, -6.02636e-08
6.779, -8.57739e-08
6.78, -1.34282e-08
6.781, 1.16254e-08
6.782, -6.05458e-08
6.783, -8.60527e-08
6.784, -1.37191e-08
6.785, 1.13493e-08
6.786, -6.08301e-08
6.787, -8.63337e-08
6.788, -1.40084e-08
6.789, 1.10557e-08
6.79, -6.11089e-08
6.791, -8.66246e-08
6.792, -1.42921e-08
6.793, 1.07676e-08
6.794, -6.14014e-08
6.795, -8.69177e-08
6.796, -1.45819e-08
6.797, 1.04772e-08
6.798, -6.17e-08
6.799, -8.72015e-08
6.8, -1.48701e-08
6.801, 1.01885e-08
6.802, -6.19893e-08
6.803, -8.75028e-08
6.804, -1.51681e-08
6.805, 9.89753e-09
6.806, -6.22808e-08
6.807, -8.78026e-08
6.808, -1.54608e-08
6.809, 9.59663e-09
6.81, -6.25823e-08
6.811, -8.80969e-08
6.812, -1.57634e-08
6.813, 9.30114e-09
6.814, -6.2886e-08
6.815, -8.83936e-08
6.816, -1.60606e-08
6.817, 8.99567e-09
6.818, -6.31882e-08
6.819, -8.86925e-08
6.82, -1.63717e-08
6.821, 8.69174e-09
6.822, -6.34851e-08
6.823, -8.90053e-08
6.824, -1.66697e-08
6.825, 8.38547e-09
6.826, -6.37957e-08
6.827, -8.93089e-08
6.828, -1.69815e-08
6.829, 8.07687e-09
6.83, -6.41088e-08
6.831, -8.96187e-08
6.832, -1.72919e-08
6.833, 7.7659e-09
6.834, -6.44127e-08
6.835, -8.99347e-08
6.836, -1.76008e-08
6.837, 7.45255e-09
6.838, -6.47381e-08
6.839, -9.02415e-08
6.84, -1.79198e-08
6.841, 7.13681e-09
6.842, -6.50468e-08
6.843, -9.05623e-08
6.844, -1.82335e-08
6.845, 6.8148e-09
6.846, -6.53656e-08
6.847, -9.08779e-08
6.848, -1.85573e-08
6.849, 6.49421e-09
6.85, -6.56829e-08
6.851, -9.12074e-08
6.852, -1.88759e-08
6.853, 6.17499e-09
6.854, -6.60143e-08
6.855, -9.15278e-08
6.856, -1.92047e-08
6.857, 5.8533e-09
6.858, -6.63366e-08
6.859, -9.18546e-08
6.86, -1.95321e-08
6.861, 5.52144e-09
6.862, -6.66653e-08
6.863, -9.21915e-08
6.864, -1.98543e-08
6.865, 5.19091e-09
6.866, -6.69964e-08
6.867, -9.25157e-08
6.868, -2.01906e-08
6.869, 4.85785e-09
6.87, -6.73301e-08
6.871, -9.285e-08
6.872, -2.05371e-08
6.873, 4.52609e-09
6.874, -6.76664e-08
6.875, -9.31907e-08
6.876, -2.08669e-08
6.877, 4.18791e-09
6.878, -6.8009e-08
6.879, -9.35263e-08
6.88, -2.12032e-08
6.881, 3.8433e-09
6.882, -6.83466e-08
6.883, -9.38646e-08
6.884, -2.15574e-08
6.885, 3.50377e-09
6.886, -6.86906e-08
6.887, -9.42169e-08
6.888, -2.18913e-08
6.889, 3.15776e-09
6.89, -6.90411e-08
6.891, -9.45566e-08
6.892, -2.22431e-08
6.893, 2.80527e-09
6.894, -6.93866e-08
6.895, -9.49142e-08
6.896, -2.25937e-08
6.897, 2.45779e-09
6.898, -6.97348e-08
6.899, -9.52669e-08
6.9, -2.29432e-08
6.901, 2.0961e-09
6.902, -7.00895e-08
6.903, -9.56261e-08
6.904, -2.32993e-08
6.905, 1.73939e-09
6.906, -7.04507e-08
6.907, -9.59765e-08
6.908, -2.36657e-08
6.909, 1.38377e-09
6.91, -7.0807e-08
6.911, -9.63412e-08
6.912, -2.40196e-08
6.913, 1.0254e-09
6.914, -7.11776e-08
6.915, -9.67009e-08
6.916, -2.43838e-08
6.917, 6.52753e-10
6.918, -7.15394e-08
6.919, -9.70673e-08
6.92, -2.47586e-08
6.921, 2.88829e-10
6.922, -7.1904e-08
6.923, -9.74441e-08
6.924, -2.51246e-08
6.925, -7.79201e-11
6.926, -7.2283e-08
6.927, -9.78046e-08
6.928, -2.54935e-08
6.929, -4.55188e-10
6.93, -7.26533e-08
6.931, -9.81795e-08
6.932, -2.58729e-08
6.933, -8.31463e-10
6.934, -7.30303e-08
6.935, -9.85649e-08
6.936, -2.62513e-08
6.937, -1.21062e-09
6.938, -7.3414e-08
6.939, -9.89416e-08
6.94, -2.66288e-08
6.941, -1.59268e-09
6.942, -7.37968e-08
6.943, -9.93252e-08
6.944, -2.70169e-08
6.945, -1.97767e-09
6.946, -7.41787e-08
6.947, -9.97193e-08
6.948, -2.73965e-08
6.949, -2.3656e-09
6.95, -7.45674e-08
6.951, -1.00101e-07
6.952, -2.77905e-08
6.953, -2.76035e-09
6.954, -7.4959e-08
6.955, -1.00493e-07
6.956, -2.81874e-08
6.957, -3.14656e-09
6.958, -7.53537e-08
6.959, -1.00893e-07
6.96, -2.85798e-08
6.961, -3.54731e-09
6.962, -7.57513e-08
6.963, -1.01287e-07
6.964, -2.89789e-08
6.965, -3.9511e-09
6.966, -7.6152e-08
6.967, -1.01689e-07
6.968, -2.93889e-08
6.969, -4.34643e-09
6.97, -7.65558e-08
6.971, -1.02093e-07
6.972, -2.97903e-08
6.973, -4.75253e-09
6.974, -7.69665e-08
6.975, -1.02497e-07
6.976, -3.02026e-08
6.977, -5.1694e-09
6.978, -7.7365e-08
6.979, -1.02919e-07
6.98, -3.06026e-08
6.981, -5.57791e-09
6.982, -7.77897e-08
6.983, -1.03322e-07
6.984, -3.1025e-08
6.985, -5.98957e-09
6.986, -7.82059e-08
6.987, -1.03743e-07
6.988, -3.14467e-08
6.989, -6.41207e-09
6.99, -7.86216e-08
6.991, -1.04167e-07
6.992, -3.18601e-08
6.993, -6.83779e-09
6.994, -7.90481e-08
6.995, -1.04586e-07
6.996, -3.22883e-08
6.997, -7.25522e-09
6.998, -7.94663e-08
6.999, -1.05021e-07
7, -3.2712e-08
7.001, -7.68358e-09
7.002, -7.99032e-08
7.003, -1.05443e-07
7.004, -3.31428e-08
7.005, -8.11906e-09
7.006, -8.03318e-08
7.007, -1.0588e-07
7.008, -3.35808e-08
7.009, -8.554e-09
7.01, -8.07638e-08
7.011, -1.06317e-07
7.012, -3.40105e-08
7.013, -8.99229e-09
7.014, -8.12106e-08
7.015, -1.06753e-07
7.016, -3.44552e-08
7.017, -9.43775e-09
7.018, -8.16453e-08
7.019, -1.07204e-07
7.02, -3.48993e-08
7.021, -9.87892e-09
7.022, -8.20989e-08
7.023, -1.07643e-07
7.024, -3.53507e-08
7.025, -1.03273e-08
7.026, -8.25443e-08
7.027, -1.08089e-07
7.028, -3.58056e-08
7.029, -1.07753e-08
7.03, -8.2997e-08
7.031, -1.08547e-07
7.032, -3.62523e-08
7.033, -1.12383e-08
7.034, -8.34532e-08
7.035, -1.09e-07
7.036, -3.67179e-08
7.037, -1.16933e-08
7.038, -8.39129e-08
7.039, -1.09468e-07
7.04, -3.71755e-08
7.041, -1.21517e-08
7.042, -8.43761e-08
7.043, -1.09928e-07
7.044, -3.76366e-08
7.045, -1.26253e-08
7.046, -8.4839e-08
7.047, -1.104e-07
7.048, -3.81051e-08
7.049, -1.30908e-08
7.05, -8.53169e-08
7.051, -1.10867e-07
7.052, -3.85772e-08
7.053, -1.35677e-08
7.054, -8.57908e-08
7.055, -1.11338e-07
7.056, -3.9053e-08
7.057, -1.40405e-08
7.058, -8.62645e-08
7.059, -1.11824e-07
7.06, -3.95361e-08
7.061, -1.45207e-08
7.062, -8.67457e-08
7.063, -1.12303e-07
7.064, -4.0023e-08
7.065, -1.50047e-08
7.066, -8.72268e-08
7.067, -1.12792e-07
7.068, -4.04982e-08
7.069, -1.54923e-08
7.07, -8.7723e-08
7.071, -1.13278e-07
7.072, -4.09964e-08
7.073, -1.59837e-08
7.074, -8.82077e-08
7.075, -1.13775e-07
7.076, -4.14906e-08
