sim_time, my_robot/rail_cart_joint?0/velocity
8.288, -3.6197e-07
8.289, -3.44477e-07
8.29, -3.27874e-07
8.291, -3.4668e-07
8.292, -3.64605e-07
8.293, -3.47118e-07
8.294, -3.30519e-07
8.295, -3.4933e-07
8.296, -3.67261e-07
8.297, -3.49779e-07
8.298, -3.33185e-07
8.299, -3.52001e-07
8.3, -3.69937e-07
8.301, -3.5246e-07
8.302, -3.35872e-07
8.303, -3.54693e-07
8.304, -3.72634e-07
8.305, -3.55162e-07
8.306, -3.38579e-07
8.307, -3.57405e-07
8.308, -3.75351e-07
8.309, -3.57884e-07
8.31, -3.41306e-07
8.311, -3.60138e-07
8.312, -3.78089e-07
8.313, -3.60628e-07
8.314, -3.44055e-07
8.315, -3.62892e-07
8.316, -3.80848e-07
8.317, -3.63392e-07
8.318, -3.46824e-07
8.319, -3.65666e-07
8.32, -3.83628e-07
8.321, -3.66177e-07
8.322, -3.49615e-07
8.323, -3.68462e-07
8.324, -3.8643e-07
8.325, -3.68984e-07
8.326, -3.52427e-07
8.327, -3.7128e-07
8.328, -3.89252e-07
8.329, -3.71812e-07
8.33, -3.55261e-07
8.331, -3.74119e-07
8.332, -3.92097e-07
8.333, -3.74662e-07
8.334, -3.58116e-07
8.335, -3.7698e-07
8.336, -3.94963e-07
8.337, -3.77534e-07
8.338, -3.60993e-07
8.339, -3.79862e-07
8.34, -3.97851e-07
8.341, -3.80428e-07
8.342, -3.63893e-07
8.343, -3.82767e-07
8.344, -4.00762e-07
8.345, -3.83343e-07
8.346, -3.66814e-07
8.347, -3.85694e-07
8.348, -4.03694e-07
8.349, -3.86282e-07
8.35, -3.69758e-07
8.351, -3.88644e-07
8.352, -4.06649e-07
8.353, -3.89242e-07
8.354, -3.72724e-07
8.355, -3.91616e-07
8.356, -4.09627e-07
8.357, -3.92226e-07
8.358, -3.75713e-07
8.359, -3.9461e-07
8.36, -4.12627e-07
8.361, -3.95232e-07
8.362, -3.78725e-07
8.363, -3.97628e-07
8.364, -4.15651e-07
8.365, -3.98261e-07
8.366, -3.8176e-07
8.367, -4.00669e-07
8.368, -4.18697e-07
8.369, -4.01313e-07
8.37, -3.84818e-07
8.371, -4.03733e-07
8.372, -4.21767e-07
8.373, -4.04389e-07
8.374, -3.879e-07
8.375, -4.0682e-07
8.376, -4.2486e-07
8.377, -4.07488e-07
8.378, -3.91005e-07
8.379, -4.09931e-07
8.38, -4.27978e-07
8.381, -4.10611e-07
8.382, -3.94134e-07
8.383, -4.13066e-07
8.384, -4.31118e-07
8.385, -4.13758e-07
8.386, -3.97287e-07
8.387, -4.16225e-07
8.388, -4.34283e-07
8.389, -4.16929e-07
8.39, -4.00464e-07
8.391, -4.19408e-07
8.392, -4.37473e-07
8.393, -4.20124e-07
8.394, -4.03665e-07
8.395, -4.22616e-07
8.396, -4.40686e-07
8.397, -4.23344e-07
8.398, -4.06891e-07
8.399, -4.25848e-07
8.4, -4.43924e-07
8.401, -4.26588e-07
8.402, -4.10141e-07
8.403, -4.29104e-07
8.404, -4.47187e-07
8.405, -4.29858e-07
8.406, -4.13417e-07
8.407, -4.32386e-07
8.408, -4.50475e-07
8.409, -4.33152e-07
8.41, -4.16717e-07
8.411, -4.35693e-07
8.412, -4.53788e-07
8.413, -4.36471e-07
8.414, -4.20043e-07
8.415, -4.39025e-07
8.416, -4.57127e-07
8.417, -4.39816e-07
8.418, -4.23394e-07
8.419, -4.42383e-07
8.42, -4.60491e-07
8.421, -4.43187e-07
8.422, -4.26771e-07
8.423, -4.45766e-07
8.424, -4.63881e-07
8.425, -4.46583e-07
8.426, -4.30174e-07
8.427, -4.49175e-07
8.428, -4.67296e-07
8.429, -4.50005e-07
8.43, -4.33603e-07
8.431, -4.5261e-07
8.432, -4.70738e-07
8.433, -4.53454e-07
8.434, -4.37058e-07
8.435, -4.56072e-07
8.436, -4.74206e-07
8.437, -4.56928e-07
8.438, -4.40539e-07
8.439, -4.5956e-07
8.44, -4.77701e-07
8.441, -4.6043e-07
8.442, -4.44047e-07
8.443, -4.63075e-07
8.444, -4.81223e-07
8.445, -4.63958e-07
8.446, -4.47582e-07
8.447, -4.66617e-07
8.448, -4.84771e-07
8.449, -4.67513e-07
8.45, -4.51145e-07
8.451, -4.70186e-07
8.452, -4.88347e-07
8.453, -4.71096e-07
8.454, -4.54734e-07
8.455, -4.73782e-07
8.456, -4.9195e-07
8.457, -4.74706e-07
8.458, -4.58351e-07
8.459, -4.77405e-07
8.46, -4.95581e-07
8.461, -4.78343e-07
8.462, -4.61995e-07
8.463, -4.81057e-07
8.464, -4.99239e-07
8.465, -4.82009e-07
8.466, -4.65667e-07
8.467, -4.84736e-07
8.468, -5.02925e-07
8.469, -4.85702e-07
8.47, -4.69368e-07
8.471, -4.88444e-07
8.472, -5.0664e-07
8.473, -4.89424e-07
8.474, -4.73097e-07
8.475, -4.9218e-07
8.476, -5.10383e-07
8.477, -4.93174e-07
8.478, -4.76854e-07
8.479, -4.95944e-07
8.48, -5.14155e-07
8.481, -4.96953e-07
8.482, -4.8064e-07
8.483, -4.99738e-07
8.484, -5.17955e-07
8.485, -5.00761e-07
8.486, -4.84455e-07
8.487, -5.0356e-07
8.488, -5.21785e-07
8.489, -5.04598e-07
8.49, -4.883e-07
8.491, -5.07412e-07
8.492, -5.25644e-07
8.493, -5.08464e-07
8.494, -4.92173e-07
8.495, -5.11293e-07
8.496, -5.29532e-07
8.497, -5.1236e-07
8.498, -4.96077e-07
8.499, -5.15204e-07
8.5, -5.33451e-07
8.501, -5.16286e-07
8.502, -5.0001e-07
8.503, -5.19144e-07
8.504, -5.37399e-07
8.505, -5.20242e-07
8.506, -5.03973e-07
8.507, -5.23115e-07
8.508, -5.41378e-07
8.509, -5.24228e-07
8.51, -5.07967e-07
8.511, -5.27117e-07
8.512, -5.45387e-07
8.513, -5.28244e-07
8.514, -5.11991e-07
8.515, -5.31149e-07
8.516, -5.49426e-07
8.517, -5.32292e-07
8.518, -5.16046e-07
8.519, -5.35211e-07
8.52, -5.53497e-07
8.521, -5.3637e-07
8.522, -5.20133e-07
8.523, -5.39305e-07
8.524, -5.57598e-07
8.525, -5.4048e-07
8.526, -5.2425e-07
8.527, -5.43431e-07
8.528, -5.61732e-07
8.529, -5.44621e-07
8.53, -5.28399e-07
8.531, -5.47587e-07
8.532, -5.65896e-07
8.533, -5.48793e-07
8.534, -5.3258e-07
8.535, -5.51776e-07
8.536, -5.70093e-07
8.537, -5.52998e-07
8.538, -5.36792e-07
8.539, -5.55997e-07
8.54, -5.74322e-07
8.541, -5.57235e-07
8.542, -5.41037e-07
8.543, -5.6025e-07
8.544, -5.78583e-07
8.545, -5.61504e-07
8.546, -5.45315e-07
8.547, -5.64535e-07
8.548, -5.82877e-07
8.549, -5.65806e-07
8.55, -5.49625e-07
8.551, -5.68854e-07
8.552, -5.87203e-07
8.553, -5.70141e-07
8.554, -5.53968e-07
8.555, -5.73205e-07
8.556, -5.91563e-07
8.557, -5.74509e-07
8.558, -5.58344e-07
8.559, -5.7759e-07
8.56, -5.95956e-07
8.561, -5.7891e-07
8.562, -5.62754e-07
8.563, -5.82008e-07
8.564, -6.00383e-07
8.565, -5.83346e-07
8.566, -5.67198e-07
8.567, -5.8646e-07
8.568, -6.04844e-07
8.569, -5.87815e-07
8.57, -5.71676e-07
8.571, -5.90947e-07
8.572, -6.09338e-07
8.573, -5.92318e-07
8.574, -5.76188e-07
8.575, -5.95467e-07
8.576, -6.13868e-07
8.577, -5.96856e-07
8.578, -5.80734e-07
8.579, -6.00022e-07
8.58, -6.18431e-07
8.581, -6.01429e-07
8.582, -5.85315e-07
8.583, -6.04612e-07
8.584, -6.2303e-07
8.585, -6.06036e-07
8.586, -5.89932e-07
8.587, -6.09238e-07
8.588, -6.27664e-07
8.589, -6.10679e-07
8.59, -5.94583e-07
8.591, -6.13898e-07
8.592, -6.32334e-07
8.593, -6.15357e-07
8.594, -5.99271e-07
8.595, -6.18594e-07
8.596, -6.37039e-07
8.597, -6.20072e-07
8.598, -6.03994e-07
8.599, -6.23327e-07
8.6, -6.4178e-07
8.601, -6.24822e-07
8.602, -6.08753e-07
8.603, -6.28095e-07
8.604, -6.46558e-07
8.605, -6.29609e-07
8.606, -6.13549e-07
8.607, -6.329e-07
8.608, -6.51372e-07
8.609, -6.34432e-07
8.61, -6.18382e-07
8.611, -6.37742e-07
8.612, -6.56223e-07
8.613, -6.39292e-07
8.614, -6.23251e-07
8.615, -6.42621e-07
8.616, -6.61111e-07
8.617, -6.44189e-07
8.618, -6.28158e-07
8.619, -6.47537e-07
8.62, -6.66036e-07
8.621, -6.49124e-07
8.622, -6.33102e-07
8.623, -6.5249e-07
8.624, -6.71e-07
8.625, -6.54097e-07
8.626, -6.38084e-07
8.627, -6.57482e-07
8.628, -6.76001e-07
8.629, -6.59108e-07
8.63, -6.43105e-07
8.631, -6.62512e-07
8.632, -6.8104e-07
8.633, -6.64157e-07
8.634, -6.48163e-07
8.635, -6.6758e-07
8.636, -6.86118e-07
8.637, -6.69245e-07
8.638, -6.53261e-07
8.639, -6.72688e-07
8.64, -6.91235e-07
8.641, -6.74371e-07
8.642, -6.58397e-07
8.643, -6.77834e-07
8.644, -6.96391e-07
8.645, -6.79537e-07
8.646, -6.63573e-07
8.647, -6.8302e-07
8.648, -7.01587e-07
8.649, -6.84743e-07
8.65, -6.68788e-07
8.651, -6.88245e-07
8.652, -7.06822e-07
8.653, -6.89988e-07
8.654, -6.74044e-07
8.655, -6.9351e-07
8.656, -7.12098e-07
8.657, -6.95274e-07
8.658, -6.79339e-07
8.659, -6.98816e-07
8.66, -7.17414e-07
8.661, -7.006e-07
8.662, -6.84676e-07
8.663, -7.04162e-07
8.664, -7.2277e-07
8.665, -7.05966e-07
8.666, -6.90052e-07
8.667, -7.09549e-07
8.668, -7.28168e-07
8.669, -7.11374e-07
8.67, -6.95471e-07
8.671, -7.14978e-07
8.672, -7.33606e-07
8.673, -7.16823e-07
8.674, -7.0093e-07
8.675, -7.20448e-07
8.676, -7.39087e-07
8.677, -7.22314e-07
8.678, -7.06432e-07
8.679, -7.2596e-07
8.68, -7.44609e-07
8.681, -7.27847e-07
8.682, -7.11975e-07
8.683, -7.31514e-07
8.684, -7.50174e-07
8.685, -7.33422e-07
8.686, -7.17561e-07
8.687, -7.3711e-07
8.688, -7.55781e-07
8.689, -7.3904e-07
8.69, -7.2319e-07
8.691, -7.4275e-07
8.692, -7.61431e-07
8.693, -7.44701e-07
8.694, -7.28861e-07
8.695, -7.48433e-07
8.696, -7.67125e-07
8.697, -7.50406e-07
8.698, -7.34577e-07
8.699, -7.54159e-07
8.7, -7.72862e-07
8.701, -7.56154e-07
8.702, -7.40336e-07
8.703, -7.59929e-07
8.704, -7.78643e-07
8.705, -7.61946e-07
8.706, -7.46139e-07
8.707, -7.65743e-07
8.708, -7.84468e-07
8.709, -7.67782e-07
8.71, -7.51986e-07
8.711, -7.71601e-07
8.712, -7.90338e-07
8.713, -7.73663e-07
8.714, -7.57878e-07
8.715, -7.77505e-07
8.716, -7.96252e-07
8.717, -7.79589e-07
8.718, -7.63816e-07
8.719, -7.83453e-07
8.72, -8.02212e-07
8.721, -7.8556e-07
8.722, -7.69798e-07
8.723, -7.89448e-07
8.724, -8.08218e-07
8.725, -7.91577e-07
8.726, -7.75827e-07
8.727, -7.95488e-07
8.728, -8.1427e-07
8.729, -7.97641e-07
8.73, -7.81902e-07
8.731, -8.01574e-07
8.732, -8.20368e-07
8.733, -8.0375e-07
8.734, -7.88023e-07
8.735, -8.07707e-07
8.736, -8.26512e-07
8.737, -8.09906e-07
8.738, -7.94191e-07
8.739, -8.13887e-07
8.74, -8.32704e-07
8.741, -8.1611e-07
8.742, -8.00406e-07
8.743, -8.20114e-07
8.744, -8.38943e-07
8.745, -8.22361e-07
8.746, -8.06669e-07
8.747, -8.26389e-07
8.748, -8.4523e-07
8.749, -8.2866e-07
8.75, -8.1298e-07
8.751, -8.32711e-07
8.752, -8.51565e-07
8.753, -8.35007e-07
8.754, -8.19339e-07
8.755, -8.39083e-07
8.756, -8.57948e-07
8.757, -8.41402e-07
8.758, -8.25747e-07
8.759, -8.45503e-07
8.76, -8.6438e-07
8.761, -8.47847e-07
8.762, -8.32204e-07
8.763, -8.51972e-07
8.764, -8.70862e-07
8.765, -8.54341e-07
8.766, -8.3871e-07
8.767, -8.5849e-07
8.768, -8.77393e-07
8.769, -8.60884e-07
8.77, -8.45266e-07
8.771, -8.65059e-07
8.772, -8.83974e-07
8.773, -8.67478e-07
8.774, -8.51872e-07
8.775, -8.71678e-07
8.776, -8.90605e-07
8.777, -8.74122e-07
8.778, -8.58529e-07
8.779, -8.78347e-07
8.78, -8.97288e-07
8.781, -8.80817e-07
8.782, -8.65237e-07
8.783, -8.85068e-07
8.784, -9.04021e-07
8.785, -8.87563e-07
8.786, -8.71996e-07
8.787, -8.9184e-07
8.788, -9.10806e-07
8.789, -8.94361e-07
8.79, -8.78807e-07
8.791, -8.98664e-07
8.792, -9.17643e-07
8.793, -9.01211e-07
8.794, -8.8567e-07
8.795, -9.0554e-07
8.796, -9.24532e-07
8.797, -9.08113e-07
8.798, -8.92585e-07
8.799, -9.12469e-07
8.8, -9.31474e-07
8.801, -9.15069e-07
8.802, -8.99554e-07
8.803, -9.19451e-07
8.804, -9.38469e-07
8.805, -9.22077e-07
8.806, -9.06576e-07
8.807, -9.26486e-07
8.808, -9.45518e-07
8.809, -9.29139e-07
8.81, -9.13651e-07
8.811, -9.33575e-07
8.812, -9.5262e-07
8.813, -9.36255e-07
8.814, -9.20781e-07
8.815, -9.40718e-07
8.816, -9.59777e-07
8.817, -9.43426e-07
8.818, -9.27965e-07
8.819, -9.47916e-07
8.82, -9.66989e-07
8.821, -9.50651e-07
8.822, -9.35205e-07
8.823, -9.55169e-07
8.824, -9.74256e-07
8.825, -9.57932e-07
8.826, -9.42499e-07
8.827, -9.62478e-07
8.828, -9.81579e-07
8.829, -9.65269e-07
8.83, -9.4985e-07
8.831, -9.69843e-07
8.832, -9.88957e-07
8.833, -9.72661e-07
8.834, -9.57257e-07
8.835, -9.77263e-07
8.836, -9.96392e-07
8.837, -9.80111e-07
8.838, -9.6472e-07
8.839, -9.84741e-07
8.84, -1.00388e-06
8.841, -9.87617e-07
8.842, -9.72241e-07
8.843, -9.92276e-07
8.844, -1.01143e-06
8.845, -9.95181e-07
8.846, -9.79819e-07
8.847, -9.99869e-07
8.848, -1.01904e-06
8.849, -1.0028e-06
8.85, -9.87455e-07
8.851, -1.00752e-06
8.852, -1.02671e-06
8.853, -1.01048e-06
8.854, -9.9515e-07
8.855, -1.01523e-06
8.856, -1.03443e-06
8.857, -1.01822e-06
8.858, -1.0029e-06
8.859, -1.023e-06
8.86, -1.04221e-06
8.861, -1.02602e-06
8.862, -1.01072e-06
8.863, -1.03083e-06
8.864, -1.05006e-06
8.865, -1.03388e-06
8.866, -1.01859e-06
8.867, -1.03871e-06
8.868, -1.05796e-06
8.869, -1.0418e-06
8.87, -1.02652e-06
8.871, -1.04666e-06
8.872, -1.06592e-06
8.873, -1.04977e-06
8.874, -1.03452e-06
8.875, -1.05467e-06
8.876, -1.07395e-06
8.877, -1.05781e-06
8.878, -1.04257e-06
8.879, -1.06274e-06
8.88, -1.08203e-06
8.881, -1.06591e-06
8.882, -1.05069e-06
8.883, -1.07087e-06
8.884, -1.09018e-06
8.885, -1.07408e-06
8.886, -1.05887e-06
8.887, -1.07907e-06
8.888, -1.09839e-06
8.889, -1.0823e-06
8.89, -1.06711e-06
8.891, -1.08732e-06
8.892, -1.10666e-06
8.893, -1.09059e-06
8.894, -1.07541e-06
8.895, -1.09564e-06
8.896, -1.115e-06
8.897, -1.09894e-06
8.898, -1.08378e-06
8.899, -1.10403e-06
8.9, -1.1234e-06
8.901, -1.10736e-06
8.902, -1.09221e-06
8.903, -1.11248e-06
8.904, -1.13186e-06
8.905, -1.11584e-06
8.906, -1.10071e-06
8.907, -1.12099e-06
8.908, -1.14039e-06
8.909, -1.12439e-06
8.91, -1.10927e-06
8.911, -1.12957e-06
8.912, -1.14899e-06
8.913, -1.133e-06
8.914, -1.1179e-06
8.915, -1.13821e-06
8.916, -1.15765e-06
8.917, -1.14167e-06
8.918, -1.12659e-06
8.919, -1.14692e-06
8.92, -1.16637e-06
8.921, -1.15042e-06
8.922, -1.13535e-06
8.923, -1.1557e-06
8.924, -1.17517e-06
8.925, -1.15923e-06
8.926, -1.14418e-06
8.927, -1.16454e-06
8.928, -1.18403e-06
8.929, -1.1681e-06
8.93, -1.15307e-06
8.931, -1.17345e-06
8.932, -1.19296e-06
8.933, -1.17705e-06
8.934, -1.16203e-06
8.935, -1.18243e-06
8.936, -1.20195e-06
8.937, -1.18606e-06
8.938, -1.17107e-06
8.939, -1.19148e-06
8.94, -1.21102e-06
8.941, -1.19515e-06
8.942, -1.18017e-06
8.943, -1.2006e-06
8.944, -1.22015e-06
8.945, -1.2043e-06
8.946, -1.18934e-06
8.947, -1.20978e-06
8.948, -1.22936e-06
8.949, -1.21352e-06
8.95, -1.19858e-06
8.951, -1.21904e-06
8.952, -1.23863e-06
8.953, -1.22281e-06
8.954, -1.20789e-06
8.955, -1.22837e-06
8.956, -1.24798e-06
8.957, -1.23218e-06
8.958, -1.21727e-06
8.959, -1.23777e-06
8.96, -1.2574e-06
8.961, -1.24161e-06
8.962, -1.22672e-06
8.963, -1.24724e-06
8.964, -1.26689e-06
8.965, -1.25112e-06
8.966, -1.23625e-06
8.967, -1.25679e-06
8.968, -1.27645e-06
8.969, -1.2607e-06
8.97, -1.24585e-06
8.971, -1.2664e-06
8.972, -1.28609e-06
8.973, -1.27036e-06
8.974, -1.25552e-06
8.975, -1.2761e-06
8.976, -1.2958e-06
8.977, -1.28008e-06
8.978, -1.26527e-06
8.979, -1.28586e-06
8.98, -1.30558e-06
8.981, -1.28989e-06
8.982, -1.27509e-06
8.983, -1.2957e-06
8.984, -1.31544e-06
8.985, -1.29977e-06
8.986, -1.28498e-06
8.987, -1.30562e-06
8.988, -1.32537e-06
8.989, -1.30972e-06
8.99, -1.29496e-06
8.991, -1.31561e-06
8.992, -1.33538e-06
8.993, -1.31975e-06
8.994, -1.30501e-06
8.995, -1.32568e-06
8.996, -1.34547e-06
8.997, -1.32985e-06
8.998, -1.31513e-06
8.999, -1.33582e-06
9, -1.35563e-06
9.001, -1.34004e-06
9.002, -1.32533e-06
9.003, -1.34604e-06
9.004, -1.36588e-06
9.005, -1.3503e-06
9.006, -1.33561e-06
9.007, -1.35634e-06
9.008, -1.3762e-06
9.009, -1.36064e-06
9.01, -1.34597e-06
9.011, -1.36672e-06
9.012, -1.3866e-06
9.013, -1.37106e-06
9.014, -1.35641e-06
9.015, -1.37718e-06
9.016, -1.39707e-06
9.017, -1.38156e-06
9.018, -1.36693e-06
9.019, -1.38772e-06
9.02, -1.40763e-06
9.021, -1.39214e-06
9.022, -1.37753e-06
9.023, -1.39834e-06
9.024, -1.41827e-06
9.025, -1.4028e-06
9.026, -1.38821e-06
9.027, -1.40904e-06
9.028, -1.42899e-06
9.029, -1.41354e-06
9.03, -1.39898e-06
9.031, -1.41983e-06
9.032, -1.4398e-06
9.033, -1.42436e-06
9.034, -1.40982e-06
9.035, -1.43069e-06
9.036, -1.45068e-06
9.037, -1.43527e-06
9.038, -1.42075e-06
9.039, -1.44164e-06
9.04, -1.46165e-06
9.041, -1.44626e-06
9.042, -1.43176e-06
9.043, -1.45267e-06
9.044, -1.47271e-06
9.045, -1.45734e-06
9.046, -1.44286e-06
9.047, -1.46379e-06
9.048, -1.48385e-06
9.049, -1.46849e-06
9.05, -1.45404e-06
9.051, -1.47499e-06
9.052, -1.49507e-06
9.053, -1.47974e-06
9.054, -1.4653e-06
9.055, -1.48628e-06
9.056, -1.50638e-06
9.057, -1.49107e-06
9.058, -1.47665e-06
9.059, -1.49765e-06
9.06, -1.51777e-06
9.061, -1.50249e-06
9.062, -1.48809e-06
9.063, -1.50911e-06
9.064, -1.52926e-06
9.065, -1.51399e-06
9.066, -1.49962e-06
9.067, -1.52066e-06
9.068, -1.54083e-06
9.069, -1.52559e-06
9.07, -1.51124e-06
9.071, -1.5323e-06
9.072, -1.55249e-06
9.073, -1.53727e-06
9.074, -1.52294e-06
9.075, -1.54403e-06
9.076, -1.56424e-06
9.077, -1.54904e-06
9.078, -1.53473e-06
9.079, -1.55584e-06
9.08, -1.57608e-06
9.081, -1.5609e-06
9.082, -1.54662e-06
9.083, -1.56775e-06
9.084, -1.58801e-06
9.085, -1.57285e-06
9.086, -1.55859e-06
9.087, -1.57975e-06
9.088, -1.60003e-06
9.089, -1.5849e-06
9.09, -1.57066e-06
9.091, -1.59184e-06
9.092, -1.61214e-06
9.093, -1.59703e-06
9.094, -1.58282e-06
9.095, -1.60402e-06
9.096, -1.62434e-06
9.097, -1.60926e-06
9.098, -1.59507e-06
9.099, -1.6163e-06
9.1, -1.63664e-06
9.101, -1.62158e-06
9.102, -1.60742e-06
9.103, -1.62866e-06
9.104, -1.64904e-06
9.105, -1.634e-06
9.106, -1.61986e-06
9.107, -1.64113e-06
9.108, -1.66152e-06
9.109, -1.64651e-06
9.11, -1.63239e-06
9.111, -1.65369e-06
9.112, -1.67411e-06
9.113, -1.65912e-06
9.114, -1.64502e-06
9.115, -1.66634e-06
9.116, -1.68679e-06
9.117, -1.67182e-06
9.118, -1.65775e-06
9.119, -1.6791e-06
9.12, -1.69956e-06
9.121, -1.68462e-06
9.122, -1.67058e-06
9.123, -1.69195e-06
9.124, -1.71244e-06
9.125, -1.69752e-06
9.126, -1.6835e-06
9.127, -1.7049e-06
9.128, -1.72541e-06
9.129, -1.71052e-06
9.13, -1.69653e-06
9.131, -1.71794e-06
9.132, -1.73849e-06
9.133, -1.72362e-06
9.134, -1.70965e-06
9.135, -1.73109e-06
9.136, -1.75166e-06
9.137, -1.73682e-06
9.138, -1.72287e-06
9.139, -1.74434e-06
9.14, -1.76493e-06
9.141, -1.75012e-06
9.142, -1.73619e-06
9.143, -1.75769e-06
9.144, -1.77831e-06
9.145, -1.76352e-06
9.146, -1.74962e-06
9.147, -1.77114e-06
9.148, -1.79178e-06
9.149, -1.77702e-06
9.15, -1.76315e-06
9.151, -1.78469e-06
9.152, -1.80536e-06
9.153, -1.79063e-06
9.154, -1.77678e-06
9.155, -1.79835e-06
9.156, -1.81905e-06
9.157, -1.80434e-06
9.158, -1.79052e-06
9.159, -1.81212e-06
9.16, -1.83284e-06
9.161, -1.81815e-06
9.162, -1.80436e-06
9.163, -1.82598e-06
9.164, -1.84673e-06
9.165, -1.83207e-06
9.166, -1.81831e-06
9.167, -1.83996e-06
9.168, -1.86073e-06
9.169, -1.8461e-06
9.17, -1.83236e-06
9.171, -1.85404e-06
9.172, -1.87484e-06
9.173, -1.86024e-06
9.174, -1.84653e-06
9.175, -1.86823e-06
9.176, -1.88906e-06
9.177, -1.87448e-06
9.178, -1.8608e-06
9.179, -1.88253e-06
9.18, -1.90338e-06
9.181, -1.88883e-06
9.182, -1.87518e-06
9.183, -1.89694e-06
9.184, -1.91782e-06
9.185, -1.9033e-06
9.186, -1.88967e-06
9.187, -1.91145e-06
9.188, -1.93237e-06
9.189, -1.91787e-06
9.19, -1.90427e-06
9.191, -1.92608e-06
9.192, -1.94702e-06
9.193, -1.93255e-06
9.194, -1.91898e-06
9.195, -1.94082e-06
9.196, -1.96179e-06
9.197, -1.94735e-06
9.198, -1.93381e-06
9.199, -1.95568e-06
9.2, -1.97667e-06
9.201, -1.96226e-06
9.202, -1.94875e-06
9.203, -1.97064e-06
9.204, -1.99167e-06
9.205, -1.97729e-06
9.206, -1.9638e-06
9.207, -1.98573e-06
9.208, -2.00678e-06
9.209, -1.99243e-06
9.21, -1.97897e-06
9.211, -2.00092e-06
9.212, -2.02201e-06
9.213, -2.00768e-06
9.214, -1.99425e-06
9.215, -2.01624e-06
9.216, -2.03735e-06
9.217, -2.02305e-06
9.218, -2.00965e-06
9.219, -2.03167e-06
9.22, -2.05281e-06
9.221, -2.03854e-06
9.222, -2.02517e-06
9.223, -2.04722e-06
9.224, -2.06839e-06
9.225, -2.05415e-06
9.226, -2.04081e-06
9.227, -2.06289e-06
9.228, -2.08409e-06
9.229, -2.06988e-06
9.23, -2.05657e-06
9.231, -2.07867e-06
9.232, -2.0999e-06
9.233, -2.08573e-06
9.234, -2.07245e-06
9.235, -2.09458e-06
9.236, -2.11584e-06
9.237, -2.1017e-06
9.238, -2.08845e-06
9.239, -2.11061e-06
9.24, -2.1319e-06
9.241, -2.11779e-06
9.242, -2.10457e-06
9.243, -2.12677e-06
9.244, -2.14809e-06
9.245, -2.134e-06
9.246, -2.12082e-06
9.247, -2.14304e-06
9.248, -2.1644e-06
9.249, -2.15034e-06
9.25, -2.13719e-06
9.251, -2.15944e-06
9.252, -2.18083e-06
9.253, -2.16681e-06
9.254, -2.15368e-06
9.255, -2.17597e-06
9.256, -2.19739e-06
9.257, -2.1834e-06
9.258, -2.1703e-06
9.259, -2.19263e-06
9.26, -2.21407e-06
9.261, -2.20012e-06
9.262, -2.18705e-06
9.263, -2.20941e-06
9.264, -2.23089e-06
9.265, -2.21696e-06
9.266, -2.20393e-06
9.267, -2.22632e-06
9.268, -2.24783e-06
9.269, -2.23394e-06
9.27, -2.22094e-06
9.271, -2.24336e-06
9.272, -2.2649e-06
9.273, -2.25104e-06
9.274, -2.23807e-06
9.275, -2.26053e-06
9.276, -2.2821e-06
9.277, -2.26827e-06
9.278, -2.25534e-06
9.279, -2.27783e-06
9.28, -2.29944e-06
9.281, -2.28564e-06
9.282, -2.27274e-06
9.283, -2.29526e-06
9.284, -2.3169e-06
9.285, -2.30314e-06
9.286, -2.29028e-06
9.287, -2.31283e-06
9.288, -2.3345e-06
9.289, -2.32078e-06
9.29, -2.30794e-06
9.291, -2.33053e-06
9.292, -2.35224e-06
9.293, -2.33854e-06
9.294, -2.32575e-06
9.295, -2.34836e-06
9.296, -2.37011e-06
9.297, -2.35645e-06
9.298, -2.34369e-06
9.299, -2.36634e-06
9.3, -2.38812e-06
9.301, -2.37449e-06
9.302, -2.36176e-06
9.303, -2.38445e-06
9.304, -2.40626e-06
9.305, -2.39267e-06
9.306, -2.37998e-06
9.307, -2.4027e-06
9.308, -2.42455e-06
9.309, -2.41099e-06
9.31, -2.39833e-06
9.311, -2.42109e-06
9.312, -2.44297e-06
9.313, -2.42945e-06
9.314, -2.41683e-06
9.315, -2.43962e-06
9.316, -2.46154e-06
9.317, -2.44805e-06
9.318, -2.43546e-06
9.319, -2.45829e-06
9.32, -2.48024e-06
9.321, -2.46679e-06
9.322, -2.45424e-06
9.323, -2.4771e-06
9.324, -2.49909e-06
9.325, -2.48568e-06
9.326, -2.47316e-06
9.327, -2.49606e-06
9.328, -2.51809e-06
9.329, -2.50471e-06
9.33, -2.49223e-06
9.331, -2.51517e-06
9.332, -2.53723e-06
9.333, -2.52389e-06
9.334, -2.51144e-06
9.335, -2.53442e-06
9.336, -2.55652e-06
9.337, -2.54321e-06
9.338, -2.5308e-06
9.339, -2.55381e-06
9.34, -2.57595e-06
9.341, -2.56268e-06
9.342, -2.55031e-06
9.343, -2.57336e-06
9.344, -2.59554e-06
9.345, -2.5823e-06
9.346, -2.56997e-06
9.347, -2.59306e-06
9.348, -2.61527e-06
9.349, -2.60208e-06
9.35, -2.58978e-06
9.351, -2.6129e-06
9.352, -2.63515e-06
9.353, -2.622e-06
9.354, -2.60974e-06
9.355, -2.6329e-06
9.356, -2.65519e-06
9.357, -2.64207e-06
9.358, -2.62985e-06
9.359, -2.65305e-06
9.36, -2.67538e-06
9.361, -2.6623e-06
9.362, -2.65012e-06
9.363, -2.67336e-06
