sim_time, my_robot/cart?world_linear_velocity/x
11.208, -9.00647e-05
11.209, -9.02366e-05
11.21, -9.04088e-05
11.211, -9.05813e-05
11.212, -9.07542e-05
11.213, -9.09273e-05
11.214, -9.11008e-05
11.215, -9.12747e-05
11.216, -9.14489e-05
11.217, -9.16233e-05
11.218, -9.17982e-05
11.219, -9.19734e-05
11.22, -9.21489e-05
11.221, -9.23247e-05
11.222, -9.25009e-05
11.223, -9.26774e-05
11.224, -9.28543e-05
11.225, -9.30314e-05
11.226, -9.3209e-05
11.227, -9.33869e-05
11.228, -9.35651e-05
11.229, -9.37435e-05
11.23, -9.39224e-05
11.231, -9.41017e-05
11.232, -9.42813e-05
11.233, -9.44611e-05
11.234, -9.46414e-05
11.235, -9.48221e-05
11.236, -9.5003e-05
11.237, -9.51842e-05
11.238, -9.53659e-05
11.239, -9.55479e-05
11.24, -9.57302e-05
11.241, -9.59128e-05
11.242, -9.60959e-05
11.243, -9.62793e-05
11.244, -9.6463e-05
11.245, -9.6647e-05
11.246, -9.68315e-05
11.247, -9.70163e-05
11.248, -9.72014e-05
11.249, -9.73868e-05
11.25, -9.75727e-05
11.251, -9.77589e-05
11.252, -9.79454e-05
11.253, -9.81323e-05
11.254, -9.83196e-05
11.255, -9.85072e-05
11.256, -9.86952e-05
11.257, -9.88835e-05
11.258, -9.90722e-05
11.259, -9.92613e-05
11.26, -9.94507e-05
11.261, -9.96404e-05
11.262, -9.98306e-05
11.263, -0.000100021
11.264, -0.000100212
11.265, -0.000100403
11.266, -0.000100595
11.267, -0.000100787
11.268, -0.000100979
11.269, -0.000101172
11.27, -0.000101365
11.271, -0.000101558
11.272, -0.000101752
11.273, -0.000101946
11.274, -0.000102141
11.275, -0.000102336
11.276, -0.000102531
11.277, -0.000102727
11.278, -0.000102923
11.279, -0.000103119
11.28, -0.000103316
11.281, -0.000103513
11.282, -0.00010371
11.283, -0.000103908
11.284, -0.000104107
11.285, -0.000104305
11.286, -0.000104504
11.287, -0.000104704
11.288, -0.000104904
11.289, -0.000105104
11.29, -0.000105304
11.291, -0.000105505
11.292, -0.000105707
11.293, -0.000105908
11.294, -0.00010611
11.295, -0.000106313
11.296, -0.000106516
11.297, -0.000106719
11.298, -0.000106923
11.299, -0.000107127
11.3, -0.000107331
11.301, -0.000107536
11.302, -0.000107741
11.303, -0.000107947
11.304, -0.000108153
11.305, -0.000108359
11.306, -0.000108566
11.307, -0.000108773
11.308, -0.000108981
11.309, -0.000109188
11.31, -0.000109397
11.311, -0.000109606
11.312, -0.000109815
11.313, -0.000110024
11.314, -0.000110234
11.315, -0.000110445
11.316, -0.000110655
11.317, -0.000110866
11.318, -0.000111078
11.319, -0.00011129
11.32, -0.000111502
11.321, -0.000111715
11.322, -0.000111928
11.323, -0.000112142
11.324, -0.000112356
11.325, -0.00011257
11.326, -0.000112785
11.327, -0.000113
11.328, -0.000113216
11.329, -0.000113432
11.33, -0.000113648
11.331, -0.000113865
11.332, -0.000114083
11.333, -0.0001143
11.334, -0.000114518
11.335, -0.000114737
11.336, -0.000114956
11.337, -0.000115175
11.338, -0.000115395
11.339, -0.000115615
11.34, -0.000115836
11.341, -0.000116057
11.342, -0.000116278
11.343, -0.0001165
11.344, -0.000116723
11.345, -0.000116945
11.346, -0.000117168
11.347, -0.000117392
11.348, -0.000117616
11.349, -0.00011784
11.35, -0.000118065
11.351, -0.000118291
11.352, -0.000118516
11.353, -0.000118742
11.354, -0.000118969
11.355, -0.000119196
11.356, -0.000119424
11.357, -0.000119651
11.358, -0.00011988
11.359, -0.000120109
11.36, -0.000120338
11.361, -0.000120567
11.362, -0.000120797
11.363, -0.000121028
11.364, -0.000121259
11.365, -0.00012149
11.366, -0.000121722
11.367, -0.000121954
11.368, -0.000122187
11.369, -0.00012242
11.37, -0.000122654
11.371, -0.000122888
11.372, -0.000123122
11.373, -0.000123357
11.374, -0.000123593
11.375, -0.000123829
11.376, -0.000124065
11.377, -0.000124301
11.378, -0.000124539
11.379, -0.000124776
11.38, -0.000125014
11.381, -0.000125253
11.382, -0.000125492
11.383, -0.000125732
11.384, -0.000125971
11.385, -0.000126212
11.386, -0.000126453
11.387, -0.000126694
11.388, -0.000126936
11.389, -0.000127178
11.39, -0.000127421
11.391, -0.000127664
11.392, -0.000127907
11.393, -0.000128151
11.394, -0.000128396
11.395, -0.000128641
11.396, -0.000128886
11.397, -0.000129132
11.398, -0.000129379
11.399, -0.000129626
11.4, -0.000129873
11.401, -0.000130121
11.402, -0.000130369
11.403, -0.000130618
11.404, -0.000130867
11.405, -0.000131117
11.406, -0.000131367
11.407, -0.000131618
11.408, -0.000131869
11.409, -0.000132121
11.41, -0.000132373
11.411, -0.000132625
11.412, -0.000132878
11.413, -0.000133132
11.414, -0.000133386
11.415, -0.000133641
11.416, -0.000133896
11.417, -0.000134151
11.418, -0.000134407
11.419, -0.000134663
11.42, -0.00013492
11.421, -0.000135178
11.422, -0.000135436
11.423, -0.000135694
11.424, -0.000135953
11.425, -0.000136213
11.426, -0.000136473
11.427, -0.000136733
11.428, -0.000136994
11.429, -0.000137255
11.43, -0.000137517
11.431, -0.00013778
11.432, -0.000138043
11.433, -0.000138306
11.434, -0.00013857
11.435, -0.000138834
11.436, -0.000139099
11.437, -0.000139365
11.438, -0.000139631
11.439, -0.000139897
11.44, -0.000140164
11.441, -0.000140431
11.442, -0.000140699
11.443, -0.000140968
11.444, -0.000141237
11.445, -0.000141506
11.446, -0.000141776
11.447, -0.000142047
11.448, -0.000142318
11.449, -0.00014259
11.45, -0.000142862
11.451, -0.000143134
11.452, -0.000143407
11.453, -0.000143681
11.454, -0.000143955
11.455, -0.00014423
11.456, -0.000144505
11.457, -0.000144781
11.458, -0.000145057
11.459, -0.000145334
11.46, -0.000145611
11.461, -0.000145889
11.462, -0.000146168
11.463, -0.000146446
11.464, -0.000146726
11.465, -0.000147006
11.466, -0.000147286
11.467, -0.000147567
11.468, -0.000147849
11.469, -0.000148131
11.47, -0.000148414
11.471, -0.000148697
11.472, -0.000148981
11.473, -0.000149265
11.474, -0.00014955
11.475, -0.000149835
11.476, -0.000150121
11.477, -0.000150408
11.478, -0.000150695
11.479, -0.000150982
11.48, -0.00015127
11.481, -0.000151559
11.482, -0.000151848
11.483, -0.000152138
11.484, -0.000152428
11.485, -0.000152719
11.486, -0.00015301
11.487, -0.000153303
11.488, -0.000153595
11.489, -0.000153888
11.49, -0.000154182
11.491, -0.000154476
11.492, -0.000154771
11.493, -0.000155066
11.494, -0.000155362
11.495, -0.000155658
11.496, -0.000155955
11.497, -0.000156253
11.498, -0.000156551
11.499, -0.00015685
11.5, -0.000157149
11.501, -0.000157449
11.502, -0.00015775
11.503, -0.000158051
11.504, -0.000158352
11.505, -0.000158654
11.506, -0.000158957
11.507, -0.00015926
11.508, -0.000159564
11.509, -0.000159869
11.51, -0.000160174
11.511, -0.00016048
11.512, -0.000160786
11.513, -0.000161092
11.514, -0.0001614
11.515, -0.000161708
11.516, -0.000162016
11.517, -0.000162326
11.518, -0.000162635
11.519, -0.000162946
11.52, -0.000163257
11.521, -0.000163568
11.522, -0.00016388
11.523, -0.000164193
11.524, -0.000164506
11.525, -0.00016482
11.526, -0.000165135
11.527, -0.00016545
11.528, -0.000165766
11.529, -0.000166082
11.53, -0.000166399
11.531, -0.000166716
11.532, -0.000167034
11.533, -0.000167353
11.534, -0.000167672
11.535, -0.000167992
11.536, -0.000168313
11.537, -0.000168634
11.538, -0.000168956
11.539, -0.000169278
11.54, -0.000169601
11.541, -0.000169925
11.542, -0.000170249
11.543, -0.000170574
11.544, -0.0001709
11.545, -0.000171226
11.546, -0.000171552
11.547, -0.00017188
11.548, -0.000172208
11.549, -0.000172536
11.55, -0.000172866
11.551, -0.000173196
11.552, -0.000173526
11.553, -0.000173857
11.554, -0.000174189
11.555, -0.000174521
11.556, -0.000174854
11.557, -0.000175188
11.558, -0.000175522
11.559, -0.000175857
11.56, -0.000176193
11.561, -0.000176529
11.562, -0.000176866
11.563, -0.000177203
11.564, -0.000177541
11.565, -0.00017788
11.566, -0.00017822
11.567, -0.00017856
11.568, -0.0001789
11.569, -0.000179242
11.57, -0.000179584
11.571, -0.000179926
11.572, -0.00018027
11.573, -0.000180614
11.574, -0.000180958
11.575, -0.000181304
11.576, -0.00018165
11.577, -0.000181996
11.578, -0.000182344
11.579, -0.000182692
11.58, -0.00018304
11.581, -0.000183389
11.582, -0.000183739
11.583, -0.00018409
11.584, -0.000184441
11.585, -0.000184793
11.586, -0.000185146
11.587, -0.000185499
11.588, -0.000185853
11.589, -0.000186208
11.59, -0.000186563
11.591, -0.000186919
11.592, -0.000187276
11.593, -0.000187633
11.594, -0.000187991
11.595, -0.00018835
11.596, -0.000188709
11.597, -0.000189069
11.598, -0.00018943
11.599, -0.000189792
11.6, -0.000190154
11.601, -0.000190517
11.602, -0.00019088
11.603, -0.000191244
11.604, -0.000191609
11.605, -0.000191975
11.606, -0.000192341
11.607, -0.000192708
11.608, -0.000193076
11.609, -0.000193444
11.61, -0.000193813
11.611, -0.000194183
11.612, -0.000194554
11.613, -0.000194925
11.614, -0.000195297
11.615, -0.00019567
11.616, -0.000196043
11.617, -0.000196417
11.618, -0.000196792
11.619, -0.000197168
11.62, -0.000197544
11.621, -0.000197921
11.622, -0.000198298
11.623, -0.000198677
11.624, -0.000199056
11.625, -0.000199436
11.626, -0.000199816
11.627, -0.000200198
11.628, -0.00020058
11.629, -0.000200962
11.63, -0.000201346
11.631, -0.00020173
11.632, -0.000202115
11.633, -0.0002025
11.634, -0.000202887
11.635, -0.000203274
11.636, -0.000203662
11.637, -0.000204051
11.638, -0.00020444
11.639, -0.00020483
11.64, -0.000205221
11.641, -0.000205612
11.642, -0.000206005
11.643, -0.000206398
11.644, -0.000206792
11.645, -0.000207186
11.646, -0.000207582
11.647, -0.000207978
11.648, -0.000208375
11.649, -0.000208772
11.65, -0.000209171
11.651, -0.00020957
11.652, -0.00020997
11.653, -0.00021037
11.654, -0.000210772
11.655, -0.000211174
11.656, -0.000211577
11.657, -0.000211981
11.658, -0.000212385
11.659, -0.00021279
11.66, -0.000213196
11.661, -0.000213603
11.662, -0.000214011
11.663, -0.000214419
11.664, -0.000214828
11.665, -0.000215238
11.666, -0.000215649
11.667, -0.00021606
11.668, -0.000216473
11.669, -0.000216886
11.67, -0.0002173
11.671, -0.000217714
11.672, -0.00021813
11.673, -0.000218546
11.674, -0.000218963
11.675, -0.000219381
11.676, -0.000219799
11.677, -0.000220219
11.678, -0.000220639
11.679, -0.00022106
11.68, -0.000221482
11.681, -0.000221904
11.682, -0.000222328
11.683, -0.000222752
11.684, -0.000223177
11.685, -0.000223603
11.686, -0.00022403
11.687, -0.000224457
11.688, -0.000224885
11.689, -0.000225315
11.69, -0.000225744
11.691, -0.000226175
11.692, -0.000226607
11.693, -0.000227039
11.694, -0.000227472
11.695, -0.000227907
11.696, -0.000228341
11.697, -0.000228777
11.698, -0.000229214
11.699, -0.000229651
11.7, -0.000230089
11.701, -0.000230528
11.702, -0.000230968
11.703, -0.000231409
11.704, -0.00023185
11.705, -0.000232293
11.706, -0.000232736
11.707, -0.00023318
11.708, -0.000233625
11.709, -0.000234071
11.71, -0.000234518
11.711, -0.000234965
11.712, -0.000235413
11.713, -0.000235863
11.714, -0.000236313
11.715, -0.000236764
11.716, -0.000237215
11.717, -0.000237668
11.718, -0.000238121
11.719, -0.000238576
11.72, -0.000239031
11.721, -0.000239487
11.722, -0.000239944
11.723, -0.000240402
11.724, -0.000240861
11.725, -0.00024132
11.726, -0.000241781
11.727, -0.000242242
11.728, -0.000242704
11.729, -0.000243167
11.73, -0.000243631
11.731, -0.000244096
11.732, -0.000244562
11.733, -0.000245029
11.734, -0.000245496
11.735, -0.000245965
11.736, -0.000246434
11.737, -0.000246904
11.738, -0.000247375
11.739, -0.000247848
11.74, -0.00024832
11.741, -0.000248794
11.742, -0.000249269
11.743, -0.000249745
11.744, -0.000250221
11.745, -0.000250699
11.746, -0.000251177
11.747, -0.000251656
11.748, -0.000252136
11.749, -0.000252618
11.75, -0.0002531
11.751, -0.000253583
11.752, -0.000254066
11.753, -0.000254551
11.754, -0.000255037
11.755, -0.000255524
11.756, -0.000256011
11.757, -0.0002565
11.758, -0.000256989
11.759, -0.000257479
11.76, -0.000257971
11.761, -0.000258463
11.762, -0.000258956
11.763, -0.00025945
11.764, -0.000259945
11.765, -0.000260441
11.766, -0.000260938
11.767, -0.000261436
11.768, -0.000261935
11.769, -0.000262435
11.77, -0.000262936
11.771, -0.000263437
11.772, -0.00026394
11.773, -0.000264444
11.774, -0.000264948
11.775, -0.000265454
11.776, -0.00026596
11.777, -0.000266468
11.778, -0.000266976
11.779, -0.000267486
11.78, -0.000267996
11.781, -0.000268507
11.782, -0.00026902
11.783, -0.000269533
11.784, -0.000270047
11.785, -0.000270563
11.786, -0.000271079
11.787, -0.000271596
11.788, -0.000272114
11.789, -0.000272634
11.79, -0.000273154
11.791, -0.000273675
11.792, -0.000274197
11.793, -0.00027472
11.794, -0.000275245
11.795, -0.00027577
11.796, -0.000276296
11.797, -0.000276823
11.798, -0.000277351
11.799, -0.000277881
11.8, -0.000278411
11.801, -0.000278942
11.802, -0.000279474
11.803, -0.000280008
11.804, -0.000280542
11.805, -0.000281077
11.806, -0.000281614
11.807, -0.000282151
11.808, -0.000282689
11.809, -0.000283229
11.81, -0.000283769
11.811, -0.000284311
11.812, -0.000284853
11.813, -0.000285397
11.814, -0.000285941
11.815, -0.000286487
11.816, -0.000287033
11.817, -0.000287581
11.818, -0.00028813
11.819, -0.00028868
11.82, -0.00028923
11.821, -0.000289782
11.822, -0.000290335
11.823, -0.000290889
11.824, -0.000291444
11.825, -0.000292
11.826, -0.000292558
11.827, -0.000293116
11.828, -0.000293675
11.829, -0.000294235
11.83, -0.000294797
11.831, -0.000295359
11.832, -0.000295923
11.833, -0.000296488
11.834, -0.000297053
11.835, -0.00029762
11.836, -0.000298188
11.837, -0.000298757
11.838, -0.000299327
11.839, -0.000299898
11.84, -0.00030047
11.841, -0.000301044
11.842, -0.000301618
11.843, -0.000302194
11.844, -0.00030277
11.845, -0.000303348
11.846, -0.000303927
11.847, -0.000304507
11.848, -0.000305088
11.849, -0.00030567
11.85, -0.000306253
11.851, -0.000306837
11.852, -0.000307423
11.853, -0.000308009
11.854, -0.000308597
11.855, -0.000309186
11.856, -0.000309776
11.857, -0.000310367
11.858, -0.000310959
11.859, -0.000311553
11.86, -0.000312147
11.861, -0.000312743
11.862, -0.000313339
11.863, -0.000313937
11.864, -0.000314536
11.865, -0.000315136
11.866, -0.000315738
11.867, -0.00031634
11.868, -0.000316944
11.869, -0.000317548
11.87, -0.000318154
11.871, -0.000318762
11.872, -0.00031937
11.873, -0.000319979
11.874, -0.00032059
11.875, -0.000321201
11.876, -0.000321814
11.877, -0.000322428
11.878, -0.000323043
11.879, -0.00032366
11.88, -0.000324277
11.881, -0.000324896
11.882, -0.000325516
11.883, -0.000326137
11.884, -0.000326759
11.885, -0.000327383
11.886, -0.000328008
11.887, -0.000328633
11.888, -0.000329261
11.889, -0.000329889
11.89, -0.000330518
11.891, -0.000331149
11.892, -0.000331781
11.893, -0.000332414
11.894, -0.000333048
11.895, -0.000333684
11.896, -0.00033432
11.897, -0.000334958
11.898, -0.000335597
11.899, -0.000336238
11.9, -0.000336879
11.901, -0.000337522
11.902, -0.000338166
11.903, -0.000338811
11.904, -0.000339458
11.905, -0.000340105
11.906, -0.000340754
11.907, -0.000341404
11.908, -0.000342056
11.909, -0.000342708
11.91, -0.000343362
11.911, -0.000344017
11.912, -0.000344674
11.913, -0.000345331
11.914, -0.00034599
11.915, -0.000346651
11.916, -0.000347312
11.917, -0.000347975
11.918, -0.000348639
11.919, -0.000349304
11.92, -0.00034997
11.921, -0.000350638
11.922, -0.000351307
11.923, -0.000351977
11.924, -0.000352649
11.925, -0.000353322
11.926, -0.000353996
11.927, -0.000354671
11.928, -0.000355348
11.929, -0.000356026
11.93, -0.000356705
11.931, -0.000357386
11.932, -0.000358068
11.933, -0.000358751
11.934, -0.000359436
11.935, -0.000360122
11.936, -0.000360809
11.937, -0.000361497
11.938, -0.000362187
11.939, -0.000362878
11.94, -0.00036357
11.941, -0.000364264
11.942, -0.000364959
11.943, -0.000365655
11.944, -0.000366353
11.945, -0.000367052
11.946, -0.000367752
11.947, -0.000368454
11.948, -0.000369157
11.949, -0.000369861
11.95, -0.000370567
11.951, -0.000371274
11.952, -0.000371982
11.953, -0.000372692
11.954, -0.000373403
11.955, -0.000374116
11.956, -0.00037483
11.957, -0.000375545
11.958, -0.000376261
11.959, -0.000376979
11.96, -0.000377698
11.961, -0.000378419
11.962, -0.000379141
11.963, -0.000379865
11.964, -0.000380589
11.965, -0.000381315
11.966, -0.000382043
11.967, -0.000382772
11.968, -0.000383502
11.969, -0.000384234
11.97, -0.000384967
11.971, -0.000385702
11.972, -0.000386438
11.973, -0.000387175
11.974, -0.000387914
11.975, -0.000388654
11.976, -0.000389395
11.977, -0.000390138
11.978, -0.000390883
11.979, -0.000391628
11.98, -0.000392376
11.981, -0.000393124
11.982, -0.000393874
11.983, -0.000394626
11.984, -0.000395379
11.985, -0.000396133
11.986, -0.000396889
11.987, -0.000397646
11.988, -0.000398405
11.989, -0.000399165
11.99, -0.000399927
11.991, -0.00040069
11.992, -0.000401454
11.993, -0.00040222
11.994, -0.000402987
11.995, -0.000403756
11.996, -0.000404527
11.997, -0.000405299
11.998, -0.000406072
11.999, -0.000406847
12, -0.000407623
12.001, -0.000408401
12.002, -0.00040918
12.003, -0.000409961
12.004, -0.000410743
12.005, -0.000411526
12.006, -0.000412312
12.007, -0.000413098
12.008, -0.000413886
12.009, -0.000414676
12.01, -0.000415467
12.011, -0.00041626
12.012, -0.000417054
12.013, -0.00041785
12.014, -0.000418647
12.015, -0.000419446
12.016, -0.000420246
12.017, -0.000421048
12.018, -0.000421851
12.019, -0.000422656
12.02, -0.000423462
12.021, -0.00042427
12.022, -0.00042508
12.023, -0.000425891
12.024, -0.000426703
12.025, -0.000427518
12.026, -0.000428333
12.027, -0.000429151
12.028, -0.000429969
12.029, -0.00043079
12.03, -0.000431612
12.031, -0.000432435
12.032, -0.00043326
12.033, -0.000434087
12.034, -0.000434915
12.035, -0.000435745
12.036, -0.000436576
12.037, -0.000437409
12.038, -0.000438244
12.039, -0.00043908
12.04, -0.000439917
12.041, -0.000440757
12.042, -0.000441598
12.043, -0.00044244
12.044, -0.000443284
12.045, -0.00044413
12.046, -0.000444977
12.047, -0.000445826
12.048, -0.000446677
12.049, -0.000447529
12.05, -0.000448383
12.051, -0.000449238
12.052, -0.000450096
12.053, -0.000450954
12.054, -0.000451815
12.055, -0.000452677
12.056, -0.00045354
12.057, -0.000454406
12.058, -0.000455273
12.059, -0.000456141
12.06, -0.000457011
12.061, -0.000457883
12.062, -0.000458757
12.063, -0.000459632
12.064, -0.000460509
12.065, -0.000461388
12.066, -0.000462268
12.067, -0.00046315
12.068, -0.000464034
12.069, -0.000464919
12.07, -0.000465806
12.071, -0.000466695
12.072, -0.000467585
12.073, -0.000468477
12.074, -0.000469371
12.075, -0.000470266
12.076, -0.000471164
12.077, -0.000472062
12.078, -0.000472963
12.079, -0.000473865
12.08, -0.00047477
12.081, -0.000475675
12.082, -0.000476583
12.083, -0.000477492
12.084, -0.000478403
12.085, -0.000479316
12.086, -0.00048023
12.087, -0.000481146
12.088, -0.000482064
12.089, -0.000482984
12.09, -0.000483906
12.091, -0.000484829
12.092, -0.000485754
12.093, -0.00048668
12.094, -0.000487609
12.095, -0.000488539
12.096, -0.000489471
12.097, -0.000490405
12.098, -0.000491341
12.099, -0.000492278
12.1, -0.000493217
12.101, -0.000494158
12.102, -0.000495101
12.103, -0.000496046
12.104, -0.000496992
12.105, -0.00049794
12.106, -0.00049889
12.107, -0.000499842
12.108, -0.000500796
12.109, -0.000501751
12.11, -0.000502708
12.111, -0.000503667
12.112, -0.000504628
12.113, -0.000505591
12.114, -0.000506555
12.115, -0.000507522
12.116, -0.00050849
12.117, -0.00050946
12.118, -0.000510432
12.119, -0.000511406
12.12, -0.000512382
12.121, -0.000513359
12.122, -0.000514338
12.123, -0.00051532
12.124, -0.000516303
12.125, -0.000517288
12.126, -0.000518275
12.127, -0.000519263
12.128, -0.000520254
12.129, -0.000521247
12.13, -0.000522241
12.131, -0.000523237
12.132, -0.000524236
12.133, -0.000525236
12.134, -0.000526238
12.135, -0.000527242
12.136, -0.000528248
12.137, -0.000529255
12.138, -0.000530265
12.139, -0.000531277
12.14, -0.00053229
12.141, -0.000533306
12.142, -0.000534323
12.143, -0.000535342
12.144, -0.000536364
12.145, -0.000537387
12.146, -0.000538412
12.147, -0.000539439
12.148, -0.000540468
12.149, -0.000541499
12.15, -0.000542532
12.151, -0.000543568
12.152, -0.000544604
12.153, -0.000545643
12.154, -0.000546684
12.155, -0.000547727
12.156, -0.000548772
12.157, -0.000549819
12.158, -0.000550868
12.159, -0.000551919
12.16, -0.000552972
12.161, -0.000554027
12.162, -0.000555084
12.163, -0.000556143
12.164, -0.000557204
12.165, -0.000558267
12.166, -0.000559332
12.167, -0.000560399
12.168, -0.000561468
12.169, -0.000562539
12.17, -0.000563612
12.171, -0.000564687
12.172, -0.000565764
12.173, -0.000566844
12.174, -0.000567925
12.175, -0.000569008
12.176, -0.000570094
12.177, -0.000571181
12.178, -0.000572271
12.179, -0.000573363
12.18, -0.000574457
12.181, -0.000575552
12.182, -0.00057665
12.183, -0.000577751
12.184, -0.000578853
12.185, -0.000579957
12.186, -0.000581063
12.187, -0.000582172
12.188, -0.000583282
12.189, -0.000584395
12.19, -0.00058551
12.191, -0.000586627
12.192, -0.000587746
12.193, -0.000588867
12.194, -0.00058999
12.195, -0.000591116
12.196, -0.000592244
12.197, -0.000593373
12.198, -0.000594505
12.199, -0.000595639
12.2, -0.000596776
12.201, -0.000597914
12.202, -0.000599055
12.203, -0.000600198
12.204, -0.000601342
12.205, -0.00060249
12.206, -0.000603639
12.207, -0.00060479
12.208, -0.000605944
12.209, -0.0006071
12.21, -0.000608258
12.211, -0.000609418
12.212, -0.000610581
12.213, -0.000611746
12.214, -0.000612913
12.215, -0.000614082
12.216, -0.000615253
12.217, -0.000616427
12.218, -0.000617603
12.219, -0.000618781
12.22, -0.000619961
12.221, -0.000621144
12.222, -0.000622329
12.223, -0.000623516
12.224, -0.000624705
12.225, -0.000625897
12.226, -0.000627091
12.227, -0.000628287
12.228, -0.000629486
12.229, -0.000630686
12.23, -0.00063189
12.231, -0.000633095
12.232, -0.000634303
12.233, -0.000635512
12.234, -0.000636725
12.235, -0.000637939
12.236, -0.000639156
12.237, -0.000640375
12.238, -0.000641597
12.239, -0.000642821
12.24, -0.000644047
12.241, -0.000645276
12.242, -0.000646507
12.243, -0.00064774
12.244, -0.000648975
12.245, -0.000650213
12.246, -0.000651454
12.247, -0.000652696
12.248, -0.000653941
12.249, -0.000655189
12.25, -0.000656438
12.251, -0.000657691
12.252, -0.000658945
12.253, -0.000660202
12.254, -0.000661461
12.255, -0.000662723
12.256, -0.000663987
12.257, -0.000665254
12.258, -0.000666523
12.259, -0.000667794
12.26, -0.000669068
12.261, -0.000670344
12.262, -0.000671623
12.263, -0.000672904
12.264, -0.000674187
12.265, -0.000675473
12.266, -0.000676762
12.267, -0.000678053
12.268, -0.000679346
12.269, -0.000680642
12.27, -0.00068194
12.271, -0.000683241
12.272, -0.000684544
12.273, -0.00068585
12.274, -0.000687158
12.275, -0.000688469
12.276, -0.000689782
12.277, -0.000691098
12.278, -0.000692416
12.279, -0.000693737
12.28, -0.00069506
12.281, -0.000696386
12.282, -0.000697714
12.283, -0.000699045
12.284, -0.000700378
12.285, -0.000701714
12.286, -0.000703053
12.287, -0.000704394
12.288, -0.000705737
12.289, -0.000707083
12.29, -0.000708432
12.291, -0.000709783
12.292, -0.000711137
12.293, -0.000712493
12.294, -0.000713852
12.295, -0.000715214
12.296, -0.000716578
12.297, -0.000717945
12.298, -0.000719314
12.299, -0.000720686
12.3, -0.000722061
12.301, -0.000723438
12.302, -0.000724818
12.303, -0.0007262
12.304, -0.000727585
12.305, -0.000728973
12.306, -0.000730364
12.307, -0.000731757
12.308, -0.000733152
12.309, -0.000734551
12.31, -0.000735952
12.311, -0.000737355
12.312, -0.000738762
12.313, -0.000740171
12.314, -0.000741583
12.315, -0.000742997
12.316, -0.000744414
12.317, -0.000745834
12.318, -0.000747256
12.319, -0.000748682
12.32, -0.00075011
12.321, -0.00075154
12.322, -0.000752974
12.323, -0.00075441
12.324, -0.000755849
12.325, -0.00075729
12.326, -0.000758735
12.327, -0.000760182
12.328, -0.000761632
12.329, -0.000763084
12.33, -0.000764539
12.331, -0.000765998
12.332, -0.000767459
12.333, -0.000768922
12.334, -0.000770389
12.335, -0.000771858
12.336, -0.00077333
12.337, -0.000774805
12.338, -0.000776283
12.339, -0.000777763
12.34, -0.000779247
12.341, -0.000780733
12.342, -0.000782222
12.343, -0.000783714
12.344, -0.000785208
12.345, -0.000786706
12.346, -0.000788206
12.347, -0.00078971
12.348, -0.000791216
12.349, -0.000792725
12.35, -0.000794237
12.351, -0.000795751
12.352, -0.000797269
12.353, -0.000798789
12.354, -0.000800313
12.355, -0.000801839
12.356, -0.000803368
12.357, -0.0008049
12.358, -0.000806436
12.359, -0.000807974
12.36, -0.000809514
12.361, -0.000811058
12.362, -0.000812605
12.363, -0.000814155
12.364, -0.000815707
12.365, -0.000817263
12.366, -0.000818822
12.367, -0.000820383
12.368, -0.000821948
12.369, -0.000823515
12.37, -0.000825086
12.371, -0.000826659
12.372, -0.000828236
12.373, -0.000829815
12.374, -0.000831398
12.375, -0.000832983
12.376, -0.000834572
12.377, -0.000836163
12.378, -0.000837758
12.379, -0.000839356
12.38, -0.000840956
12.381, -0.00084256
12.382, -0.000844167
12.383, -0.000845777
12.384, -0.00084739
12.385, -0.000849006
12.386, -0.000850625
12.387, -0.000852247
12.388, -0.000853872
12.389, -0.0008555
12.39, -0.000857132
12.391, -0.000858766
12.392, -0.000860404
12.393, -0.000862045
12.394, -0.000863689
12.395, -0.000865336
12.396, -0.000866986
12.397, -0.000868639
12.398, -0.000870296
12.399, -0.000871955
12.4, -0.000873618
12.401, -0.000875284
12.402, -0.000876953
12.403, -0.000878625
12.404, -0.000880301
12.405, -0.000881979
12.406, -0.000883661
12.407, -0.000885346
12.408, -0.000887035
12.409, -0.000888726
12.41, -0.000890421
12.411, -0.000892119
12.412, -0.00089382
12.413, -0.000895524
12.414, -0.000897232
12.415, -0.000898943
12.416, -0.000900657
12.417, -0.000902374
12.418, -0.000904095
12.419, -0.000905819
12.42, -0.000907546
12.421, -0.000909277
12.422, -0.000911011
12.423, -0.000912748
12.424, -0.000914488
12.425, -0.000916232
12.426, -0.000917979
12.427, -0.000919729
12.428, -0.000921483
12.429, -0.00092324
12.43, -0.000925001
12.431, -0.000926764
12.432, -0.000928531
12.433, -0.000930302
12.434, -0.000932076
12.435, -0.000933853
12.436, -0.000935634
12.437, -0.000937418
12.438, -0.000939205
12.439, -0.000940996
12.44, -0.00094279
12.441, -0.000944588
12.442, -0.000946389
12.443, -0.000948193
12.444, -0.000950001
12.445, -0.000951813
12.446, -0.000953627
12.447, -0.000955446
12.448, -0.000957267
12.449, -0.000959093
12.45, -0.000960921
12.451, -0.000962753
12.452, -0.000964589
12.453, -0.000966428
12.454, -0.000968271
12.455, -0.000970117
12.456, -0.000971967
12.457, -0.00097382
12.458, -0.000975676
12.459, -0.000977537
12.46, -0.0009794
12.461, -0.000981268
12.462, -0.000983139
12.463, -0.000985013
12.464, -0.000986891
12.465, -0.000988773
12.466, -0.000990658
12.467, -0.000992547
