sim_time, my_robot/cart?world_linear_velocity/x
8.372, -4.04075e-07
8.373, -4.04796e-07
8.374, -4.0559e-07
8.375, -4.06415e-07
8.376, -4.07168e-07
8.377, -4.07895e-07
8.378, -4.08695e-07
8.379, -4.09526e-07
8.38, -4.10285e-07
8.381, -4.11018e-07
8.382, -4.11824e-07
8.383, -4.12661e-07
8.384, -4.13426e-07
8.385, -4.14165e-07
8.386, -4.14977e-07
8.387, -4.1582e-07
8.388, -4.16591e-07
8.389, -4.17336e-07
8.39, -4.18154e-07
8.391, -4.19003e-07
8.392, -4.1978e-07
8.393, -4.20531e-07
8.394, -4.21356e-07
8.395, -4.2221e-07
8.396, -4.22994e-07
8.397, -4.23751e-07
8.398, -4.24582e-07
8.399, -4.25442e-07
8.4, -4.26232e-07
8.401, -4.26995e-07
8.402, -4.27832e-07
8.403, -4.28699e-07
8.404, -4.29495e-07
8.405, -4.30265e-07
8.406, -4.31107e-07
8.407, -4.31981e-07
8.408, -4.32783e-07
8.409, -4.33559e-07
8.41, -4.34408e-07
8.411, -4.35287e-07
8.412, -4.36096e-07
8.413, -4.36878e-07
8.414, -4.37734e-07
8.415, -4.3862e-07
8.416, -4.39435e-07
8.417, -4.40223e-07
8.418, -4.41085e-07
8.419, -4.41977e-07
8.42, -4.42799e-07
8.421, -4.43593e-07
8.422, -4.44462e-07
8.423, -4.45361e-07
8.424, -4.46188e-07
8.425, -4.4699e-07
8.426, -4.47865e-07
8.427, -4.4877e-07
8.428, -4.49604e-07
8.429, -4.50412e-07
8.43, -4.51293e-07
8.431, -4.52205e-07
8.432, -4.53046e-07
8.433, -4.5386e-07
8.434, -4.54748e-07
8.435, -4.55667e-07
8.436, -4.56514e-07
8.437, -4.57335e-07
8.438, -4.5823e-07
8.439, -4.59155e-07
8.44, -4.60009e-07
8.441, -4.60837e-07
8.442, -4.61738e-07
8.443, -4.6267e-07
8.444, -4.63531e-07
8.445, -4.64365e-07
8.446, -4.65273e-07
8.447, -4.66211e-07
8.448, -4.67079e-07
8.449, -4.6792e-07
8.45, -4.68835e-07
8.451, -4.6978e-07
8.452, -4.70655e-07
8.453, -4.71503e-07
8.454, -4.72424e-07
8.455, -4.73376e-07
8.456, -4.74258e-07
8.457, -4.75113e-07
8.458, -4.76041e-07
8.459, -4.77e-07
8.46, -4.77888e-07
8.461, -4.7875e-07
8.462, -4.79686e-07
8.463, -4.80652e-07
8.464, -4.81547e-07
8.465, -4.82416e-07
8.466, -4.83358e-07
8.467, -4.84331e-07
8.468, -4.85233e-07
8.469, -4.86109e-07
8.47, -4.87058e-07
8.471, -4.88038e-07
8.472, -4.88948e-07
8.473, -4.89831e-07
8.474, -4.90787e-07
8.475, -4.91774e-07
8.476, -4.92691e-07
8.477, -4.93581e-07
8.478, -4.94545e-07
8.479, -4.95539e-07
8.48, -4.96463e-07
8.481, -4.9736e-07
8.482, -4.98331e-07
8.483, -4.99332e-07
8.484, -5.00263e-07
8.485, -5.01168e-07
8.486, -5.02146e-07
8.487, -5.03155e-07
8.488, -5.04093e-07
8.489, -5.05005e-07
8.49, -5.0599e-07
8.491, -5.07006e-07
8.492, -5.07952e-07
8.493, -5.08871e-07
8.494, -5.09864e-07
8.495, -5.10887e-07
8.496, -5.1184e-07
8.497, -5.12767e-07
8.498, -5.13767e-07
8.499, -5.14798e-07
8.5, -5.15759e-07
8.501, -5.16693e-07
8.502, -5.17701e-07
8.503, -5.18739e-07
8.504, -5.19707e-07
8.505, -5.20648e-07
8.506, -5.21664e-07
8.507, -5.2271e-07
8.508, -5.23685e-07
8.509, -5.24635e-07
8.51, -5.25658e-07
8.511, -5.26711e-07
8.512, -5.27694e-07
8.513, -5.28651e-07
8.514, -5.29682e-07
8.515, -5.30743e-07
8.516, -5.31734e-07
8.517, -5.32699e-07
8.518, -5.33737e-07
8.519, -5.34806e-07
8.52, -5.35805e-07
8.521, -5.36777e-07
8.522, -5.37823e-07
8.523, -5.389e-07
8.524, -5.39906e-07
8.525, -5.40886e-07
8.526, -5.4194e-07
8.527, -5.43025e-07
8.528, -5.44039e-07
8.529, -5.45027e-07
8.53, -5.46089e-07
8.531, -5.47182e-07
8.532, -5.48204e-07
8.533, -5.492e-07
8.534, -5.5027e-07
8.535, -5.51371e-07
8.536, -5.52401e-07
8.537, -5.53405e-07
8.538, -5.54483e-07
8.539, -5.55591e-07
8.54, -5.5663e-07
8.541, -5.57642e-07
8.542, -5.58728e-07
8.543, -5.59844e-07
8.544, -5.60891e-07
8.545, -5.61911e-07
8.546, -5.63005e-07
8.547, -5.6413e-07
8.548, -5.65185e-07
8.549, -5.66213e-07
8.55, -5.67315e-07
8.551, -5.68448e-07
8.552, -5.69511e-07
8.553, -5.70548e-07
8.554, -5.71658e-07
8.555, -5.728e-07
8.556, -5.73871e-07
8.557, -5.74916e-07
8.558, -5.76035e-07
8.559, -5.77185e-07
8.56, -5.78264e-07
8.561, -5.79317e-07
8.562, -5.80445e-07
8.563, -5.81603e-07
8.564, -5.82691e-07
8.565, -5.83753e-07
8.566, -5.84888e-07
8.567, -5.86055e-07
8.568, -5.87151e-07
8.569, -5.88222e-07
8.57, -5.89366e-07
8.571, -5.90541e-07
8.572, -5.91646e-07
8.573, -5.92725e-07
8.574, -5.93878e-07
8.575, -5.95062e-07
8.576, -5.96175e-07
8.577, -5.97263e-07
8.578, -5.98425e-07
8.579, -5.99617e-07
8.58, -6.00739e-07
8.581, -6.01836e-07
8.582, -6.03006e-07
8.583, -6.04207e-07
8.584, -6.05338e-07
8.585, -6.06443e-07
8.586, -6.07622e-07
8.587, -6.08832e-07
8.588, -6.09972e-07
8.589, -6.11086e-07
8.59, -6.12274e-07
8.591, -6.13493e-07
8.592, -6.14642e-07
8.593, -6.15764e-07
8.594, -6.16961e-07
8.595, -6.18189e-07
8.596, -6.19347e-07
8.597, -6.20479e-07
8.598, -6.21684e-07
8.599, -6.22921e-07
8.6, -6.24088e-07
8.601, -6.25229e-07
8.602, -6.26444e-07
8.603, -6.2769e-07
8.604, -6.28866e-07
8.605, -6.30015e-07
8.606, -6.3124e-07
8.607, -6.32495e-07
8.608, -6.3368e-07
8.609, -6.34839e-07
8.61, -6.36072e-07
8.611, -6.37336e-07
8.612, -6.38531e-07
8.613, -6.39699e-07
8.614, -6.40942e-07
8.615, -6.42215e-07
8.616, -6.43419e-07
8.617, -6.44596e-07
8.618, -6.45848e-07
8.619, -6.47131e-07
8.62, -6.48344e-07
8.621, -6.49531e-07
8.622, -6.50793e-07
8.623, -6.52085e-07
8.624, -6.53307e-07
8.625, -6.54504e-07
8.626, -6.55775e-07
8.627, -6.57077e-07
8.628, -6.58309e-07
8.629, -6.59515e-07
8.63, -6.60795e-07
8.631, -6.62107e-07
8.632, -6.63348e-07
8.633, -6.64564e-07
8.634, -6.65854e-07
8.635, -6.67175e-07
8.636, -6.68426e-07
8.637, -6.69652e-07
8.638, -6.70951e-07
8.639, -6.72282e-07
8.64, -6.73543e-07
8.641, -6.74778e-07
8.642, -6.76088e-07
8.643, -6.77428e-07
8.644, -6.78699e-07
8.645, -6.79944e-07
8.646, -6.81264e-07
8.647, -6.82614e-07
8.648, -6.83895e-07
8.649, -6.8515e-07
8.65, -6.86479e-07
8.651, -6.8784e-07
8.652, -6.8913e-07
8.653, -6.90395e-07
8.654, -6.91734e-07
8.655, -6.93105e-07
8.656, -6.94406e-07
8.657, -6.95681e-07
8.658, -6.9703e-07
8.659, -6.98411e-07
8.66, -6.99721e-07
8.661, -7.01006e-07
8.662, -7.02366e-07
8.663, -7.03757e-07
8.664, -7.05078e-07
8.665, -7.06373e-07
8.666, -7.07743e-07
8.667, -7.09144e-07
8.668, -7.10475e-07
8.669, -7.11781e-07
8.67, -7.13161e-07
8.671, -7.14573e-07
8.672, -7.15914e-07
8.673, -7.1723e-07
8.674, -7.18621e-07
8.675, -7.20043e-07
8.676, -7.21395e-07
8.677, -7.22721e-07
8.678, -7.24122e-07
8.679, -7.25554e-07
8.68, -7.26917e-07
8.681, -7.28254e-07
8.682, -7.29666e-07
8.683, -7.31109e-07
8.684, -7.32482e-07
8.685, -7.33829e-07
8.686, -7.35252e-07
8.687, -7.36705e-07
8.688, -7.38089e-07
8.689, -7.39447e-07
8.69, -7.4088e-07
8.691, -7.42345e-07
8.692, -7.43739e-07
8.693, -7.45108e-07
8.694, -7.46552e-07
8.695, -7.48027e-07
8.696, -7.49433e-07
8.697, -7.50813e-07
8.698, -7.52267e-07
8.699, -7.53753e-07
8.7, -7.5517e-07
8.701, -7.56561e-07
8.702, -7.58026e-07
8.703, -7.59523e-07
8.704, -7.60951e-07
8.705, -7.62352e-07
8.706, -7.63829e-07
8.707, -7.65337e-07
8.708, -7.66776e-07
8.709, -7.68189e-07
8.71, -7.69677e-07
8.711, -7.71196e-07
8.712, -7.72646e-07
8.713, -7.7407e-07
8.714, -7.75569e-07
8.715, -7.77099e-07
8.716, -7.7856e-07
8.717, -7.79996e-07
8.718, -7.81506e-07
8.719, -7.83048e-07
8.72, -7.8452e-07
8.721, -7.85967e-07
8.722, -7.87489e-07
8.723, -7.89042e-07
8.724, -7.90526e-07
8.725, -7.91984e-07
8.726, -7.93517e-07
8.727, -7.95082e-07
8.728, -7.96578e-07
8.729, -7.98047e-07
8.73, -7.99592e-07
8.731, -8.01169e-07
8.732, -8.02675e-07
8.733, -8.04157e-07
8.734, -8.05713e-07
8.735, -8.07301e-07
8.736, -8.0882e-07
8.737, -8.10313e-07
8.738, -8.11881e-07
8.739, -8.13481e-07
8.74, -8.15012e-07
8.741, -8.16517e-07
8.742, -8.18097e-07
8.743, -8.19708e-07
8.744, -8.21251e-07
8.745, -8.22768e-07
8.746, -8.2436e-07
8.747, -8.25983e-07
8.748, -8.27537e-07
8.749, -8.29066e-07
8.75, -8.3067e-07
8.751, -8.32306e-07
8.752, -8.33872e-07
8.753, -8.35413e-07
8.754, -8.3703e-07
8.755, -8.38677e-07
8.756, -8.40256e-07
8.757, -8.41809e-07
8.758, -8.43437e-07
8.759, -8.45097e-07
8.76, -8.46688e-07
8.761, -8.48254e-07
8.762, -8.49894e-07
8.763, -8.51566e-07
8.764, -8.5317e-07
8.765, -8.54747e-07
8.766, -8.564e-07
8.767, -8.58085e-07
8.768, -8.59701e-07
8.769, -8.61291e-07
8.77, -8.62956e-07
8.771, -8.64654e-07
8.772, -8.66282e-07
8.773, -8.67885e-07
8.774, -8.69563e-07
8.775, -8.71273e-07
8.776, -8.72913e-07
8.777, -8.74529e-07
8.778, -8.7622e-07
8.779, -8.77942e-07
8.78, -8.79596e-07
8.781, -8.81224e-07
8.782, -8.82927e-07
8.783, -8.84663e-07
8.784, -8.86329e-07
8.785, -8.8797e-07
8.786, -8.89686e-07
8.787, -8.91435e-07
8.788, -8.93114e-07
8.789, -8.94768e-07
8.79, -8.96497e-07
8.791, -8.98259e-07
8.792, -8.99951e-07
8.793, -9.01618e-07
8.794, -9.0336e-07
8.795, -9.05135e-07
8.796, -9.0684e-07
8.797, -9.0852e-07
8.798, -9.10276e-07
8.799, -9.12063e-07
8.8, -9.13782e-07
8.801, -9.15475e-07
8.802, -9.17244e-07
8.803, -9.19045e-07
8.804, -9.20777e-07
8.805, -9.22484e-07
8.806, -9.24266e-07
8.807, -9.2608e-07
8.808, -9.27826e-07
8.809, -9.29546e-07
8.81, -9.31342e-07
8.811, -9.33169e-07
8.812, -9.34928e-07
8.813, -9.36662e-07
8.814, -9.38471e-07
8.815, -9.40313e-07
8.816, -9.42085e-07
8.817, -9.43833e-07
8.818, -9.45656e-07
8.819, -9.47511e-07
8.82, -9.49297e-07
8.821, -9.51058e-07
8.822, -9.52895e-07
8.823, -9.54764e-07
8.824, -9.56564e-07
8.825, -9.58339e-07
8.826, -9.6019e-07
8.827, -9.62073e-07
8.828, -9.63887e-07
8.829, -9.65676e-07
8.83, -9.6754e-07
8.831, -9.69437e-07
8.832, -9.71265e-07
8.833, -9.73068e-07
8.834, -9.74947e-07
8.835, -9.76858e-07
8.836, -9.787e-07
8.837, -9.80518e-07
8.838, -9.82411e-07
8.839, -9.84336e-07
8.84, -9.86192e-07
8.841, -9.88024e-07
8.842, -9.89931e-07
8.843, -9.91871e-07
8.844, -9.93742e-07
8.845, -9.95588e-07
8.846, -9.9751e-07
8.847, -9.99464e-07
8.848, -1.00135e-06
8.849, -1.00321e-06
8.85, -1.00515e-06
8.851, -1.00711e-06
8.852, -1.00901e-06
8.853, -1.01089e-06
8.854, -1.01284e-06
8.855, -1.01482e-06
8.856, -1.01674e-06
8.857, -1.01863e-06
8.858, -1.02059e-06
8.859, -1.02259e-06
8.86, -1.02452e-06
8.861, -1.02643e-06
8.862, -1.02841e-06
8.863, -1.03042e-06
8.864, -1.03236e-06
8.865, -1.03428e-06
8.866, -1.03628e-06
8.867, -1.03831e-06
8.868, -1.04027e-06
8.869, -1.0422e-06
8.87, -1.04421e-06
8.871, -1.04626e-06
8.872, -1.04823e-06
8.873, -1.05018e-06
8.874, -1.05221e-06
8.875, -1.05426e-06
8.876, -1.05625e-06
8.877, -1.05822e-06
8.878, -1.06026e-06
8.879, -1.06234e-06
8.88, -1.06434e-06
8.881, -1.06632e-06
8.882, -1.06838e-06
8.883, -1.07047e-06
8.884, -1.07249e-06
8.885, -1.07448e-06
8.886, -1.07656e-06
8.887, -1.07866e-06
8.888, -1.0807e-06
8.889, -1.08271e-06
8.89, -1.0848e-06
8.891, -1.08692e-06
8.892, -1.08897e-06
8.893, -1.091e-06
8.894, -1.0931e-06
8.895, -1.09524e-06
8.896, -1.09731e-06
8.897, -1.09935e-06
8.898, -1.10147e-06
8.899, -1.10362e-06
8.9, -1.10571e-06
8.901, -1.10777e-06
8.902, -1.1099e-06
8.903, -1.11207e-06
8.904, -1.11417e-06
8.905, -1.11625e-06
8.906, -1.1184e-06
8.907, -1.12058e-06
8.908, -1.1227e-06
8.909, -1.12479e-06
8.91, -1.12696e-06
8.911, -1.12916e-06
8.912, -1.13129e-06
8.913, -1.1334e-06
8.914, -1.13559e-06
8.915, -1.13781e-06
8.916, -1.13995e-06
8.917, -1.14208e-06
8.918, -1.14428e-06
8.919, -1.14652e-06
8.92, -1.14868e-06
8.921, -1.15082e-06
8.922, -1.15304e-06
8.923, -1.15529e-06
8.924, -1.15747e-06
8.925, -1.15963e-06
8.926, -1.16187e-06
8.927, -1.16414e-06
8.928, -1.16633e-06
8.929, -1.16851e-06
8.93, -1.17076e-06
8.931, -1.17305e-06
8.932, -1.17526e-06
8.933, -1.17746e-06
8.934, -1.17972e-06
8.935, -1.18203e-06
8.936, -1.18426e-06
8.937, -1.18647e-06
8.938, -1.18876e-06
8.939, -1.19107e-06
8.94, -1.19333e-06
8.941, -1.19555e-06
8.942, -1.19786e-06
8.943, -1.20019e-06
8.944, -1.20246e-06
8.945, -1.2047e-06
8.946, -1.20703e-06
8.947, -1.20938e-06
8.948, -1.21167e-06
8.949, -1.21393e-06
8.95, -1.21627e-06
8.951, -1.21864e-06
8.952, -1.22094e-06
8.953, -1.22322e-06
8.954, -1.22558e-06
8.955, -1.22797e-06
8.956, -1.23029e-06
8.957, -1.23258e-06
8.958, -1.23496e-06
8.959, -1.23737e-06
8.96, -1.2397e-06
8.961, -1.24202e-06
8.962, -1.24441e-06
8.963, -1.24684e-06
8.964, -1.24919e-06
8.965, -1.25153e-06
8.966, -1.25394e-06
8.967, -1.25638e-06
8.968, -1.25876e-06
8.969, -1.26111e-06
8.97, -1.26354e-06
8.971, -1.266e-06
8.972, -1.26839e-06
8.973, -1.27076e-06
8.974, -1.27321e-06
8.975, -1.27569e-06
8.976, -1.2781e-06
8.977, -1.28049e-06
8.978, -1.28296e-06
8.979, -1.28546e-06
8.98, -1.28789e-06
8.981, -1.29029e-06
8.982, -1.29278e-06
8.983, -1.2953e-06
8.984, -1.29775e-06
8.985, -1.30017e-06
8.986, -1.30267e-06
8.987, -1.30521e-06
8.988, -1.30768e-06
8.989, -1.31013e-06
8.99, -1.31265e-06
8.991, -1.3152e-06
8.992, -1.31769e-06
8.993, -1.32015e-06
8.994, -1.3227e-06
8.995, -1.32527e-06
8.996, -1.32778e-06
8.997, -1.33026e-06
8.998, -1.33282e-06
8.999, -1.33542e-06
9, -1.33794e-06
9.001, -1.34044e-06
9.002, -1.34302e-06
9.003, -1.34564e-06
9.004, -1.34818e-06
9.005, -1.35071e-06
9.006, -1.35331e-06
9.007, -1.35594e-06
9.008, -1.3585e-06
9.009, -1.36105e-06
9.01, -1.36367e-06
9.011, -1.36632e-06
9.012, -1.3689e-06
9.013, -1.37147e-06
9.014, -1.3741e-06
9.015, -1.37678e-06
9.016, -1.37938e-06
9.017, -1.38196e-06
9.018, -1.38462e-06
9.019, -1.38732e-06
9.02, -1.38994e-06
9.021, -1.39254e-06
9.022, -1.39522e-06
9.023, -1.39794e-06
9.024, -1.40058e-06
9.025, -1.4032e-06
9.026, -1.4059e-06
9.027, -1.40864e-06
9.028, -1.4113e-06
9.029, -1.41395e-06
9.03, -1.41667e-06
9.031, -1.41942e-06
9.032, -1.42211e-06
9.033, -1.42477e-06
9.034, -1.42751e-06
9.035, -1.43029e-06
9.036, -1.43299e-06
9.037, -1.43568e-06
9.038, -1.43844e-06
9.039, -1.44123e-06
9.04, -1.44396e-06
9.041, -1.44667e-06
9.042, -1.44945e-06
9.043, -1.45227e-06
9.044, -1.45502e-06
9.045, -1.45774e-06
9.046, -1.46055e-06
9.047, -1.46338e-06
9.048, -1.46615e-06
9.049, -1.4689e-06
9.05, -1.47173e-06
9.051, -1.47459e-06
9.052, -1.47738e-06
9.053, -1.48015e-06
9.054, -1.48299e-06
9.055, -1.48587e-06
9.056, -1.48869e-06
9.057, -1.49148e-06
9.058, -1.49435e-06
9.059, -1.49725e-06
9.06, -1.50008e-06
9.061, -1.50289e-06
9.062, -1.50578e-06
9.063, -1.50871e-06
9.064, -1.51157e-06
9.065, -1.5144e-06
9.066, -1.51731e-06
9.067, -1.52026e-06
9.068, -1.52314e-06
9.069, -1.52599e-06
9.07, -1.52893e-06
9.071, -1.5319e-06
9.072, -1.5348e-06
9.073, -1.53767e-06
9.074, -1.54063e-06
9.075, -1.54362e-06
9.076, -1.54655e-06
9.077, -1.54945e-06
9.078, -1.55242e-06
9.079, -1.55544e-06
9.08, -1.55838e-06
9.081, -1.56131e-06
9.082, -1.56431e-06
9.083, -1.56734e-06
9.084, -1.57031e-06
9.085, -1.57326e-06
9.086, -1.57628e-06
9.087, -1.57934e-06
9.088, -1.58233e-06
9.089, -1.5853e-06
9.09, -1.58835e-06
9.091, -1.59143e-06
9.092, -1.59445e-06
9.093, -1.59744e-06
9.094, -1.60051e-06
9.095, -1.60361e-06
9.096, -1.60665e-06
9.097, -1.60967e-06
9.098, -1.61276e-06
9.099, -1.61589e-06
9.1, -1.61895e-06
9.101, -1.62199e-06
9.102, -1.62511e-06
9.103, -1.62826e-06
9.104, -1.63134e-06
9.105, -1.63441e-06
9.106, -1.63755e-06
9.107, -1.64072e-06
9.108, -1.64383e-06
9.109, -1.64692e-06
9.11, -1.65008e-06
9.111, -1.65328e-06
9.112, -1.65642e-06
9.113, -1.65953e-06
9.114, -1.66272e-06
9.115, -1.66594e-06
9.116, -1.6691e-06
9.117, -1.67223e-06
9.118, -1.67544e-06
9.119, -1.67869e-06
9.12, -1.68187e-06
9.121, -1.68503e-06
9.122, -1.68827e-06
9.123, -1.69154e-06
9.124, -1.69475e-06
9.125, -1.69793e-06
9.126, -1.70119e-06
9.127, -1.70449e-06
9.128, -1.70772e-06
9.129, -1.71093e-06
9.13, -1.71422e-06
9.131, -1.71754e-06
9.132, -1.72079e-06
9.133, -1.72403e-06
9.134, -1.72734e-06
9.135, -1.73069e-06
9.136, -1.73397e-06
9.137, -1.73722e-06
9.138, -1.74056e-06
9.139, -1.74393e-06
9.14, -1.74724e-06
9.141, -1.75052e-06
9.142, -1.75389e-06
9.143, -1.75728e-06
9.144, -1.76061e-06
9.145, -1.76392e-06
9.146, -1.76731e-06
9.147, -1.77073e-06
9.148, -1.77409e-06
9.149, -1.77743e-06
9.15, -1.78084e-06
9.151, -1.78429e-06
9.152, -1.78767e-06
9.153, -1.79103e-06
9.154, -1.79447e-06
9.155, -1.79795e-06
9.156, -1.80136e-06
9.157, -1.80474e-06
9.158, -1.80821e-06
9.159, -1.81171e-06
9.16, -1.81515e-06
9.161, -1.81856e-06
9.162, -1.82205e-06
9.163, -1.82558e-06
9.164, -1.82904e-06
9.165, -1.83248e-06
9.166, -1.836e-06
9.167, -1.83955e-06
9.168, -1.84304e-06
9.169, -1.84651e-06
9.17, -1.85005e-06
9.171, -1.85364e-06
9.172, -1.85715e-06
9.173, -1.86064e-06
9.174, -1.86422e-06
9.175, -1.86782e-06
9.176, -1.87137e-06
9.177, -1.87489e-06
9.178, -1.87849e-06
9.179, -1.88212e-06
9.18, -1.88569e-06
9.181, -1.88924e-06
9.182, -1.89287e-06
9.183, -1.89653e-06
9.184, -1.90013e-06
9.185, -1.9037e-06
9.186, -1.90736e-06
9.187, -1.91105e-06
9.188, -1.91467e-06
9.189, -1.91828e-06
9.19, -1.92196e-06
9.191, -1.92568e-06
9.192, -1.92933e-06
9.193, -1.93296e-06
9.194, -1.93667e-06
9.195, -1.94042e-06
9.196, -1.9441e-06
9.197, -1.94776e-06
9.198, -1.9515e-06
9.199, -1.95527e-06
9.2, -1.95898e-06
9.201, -1.96267e-06
9.202, -1.96644e-06
9.203, -1.97024e-06
9.204, -1.97398e-06
9.205, -1.97769e-06
9.206, -1.98149e-06
9.207, -1.98532e-06
9.208, -1.98909e-06
9.209, -1.99283e-06
9.21, -1.99666e-06
9.211, -2.00052e-06
9.212, -2.00431e-06
9.213, -2.00809e-06
9.214, -2.01194e-06
9.215, -2.01583e-06
9.216, -2.01966e-06
9.217, -2.02346e-06
9.218, -2.02734e-06
9.219, -2.03126e-06
9.22, -2.03512e-06
9.221, -2.03895e-06
9.222, -2.04286e-06
9.223, -2.04681e-06
9.224, -2.0507e-06
9.225, -2.05456e-06
9.226, -2.0585e-06
9.227, -2.06248e-06
9.228, -2.06639e-06
9.229, -2.07029e-06
9.23, -2.07426e-06
9.231, -2.07827e-06
9.232, -2.08221e-06
9.233, -2.08614e-06
9.234, -2.09014e-06
9.235, -2.09418e-06
9.236, -2.09815e-06
9.237, -2.1021e-06
9.238, -2.10614e-06
9.239, -2.11021e-06
9.24, -2.11421e-06
9.241, -2.1182e-06
9.242, -2.12226e-06
9.243, -2.12636e-06
9.244, -2.1304e-06
9.245, -2.13441e-06
9.246, -2.13851e-06
9.247, -2.14264e-06
9.248, -2.1467e-06
9.249, -2.15075e-06
9.25, -2.15488e-06
9.251, -2.15904e-06
9.252, -2.16314e-06
9.253, -2.16722e-06
9.254, -2.17137e-06
9.255, -2.17557e-06
9.256, -2.1797e-06
9.257, -2.18381e-06
9.258, -2.18799e-06
9.259, -2.19222e-06
9.26, -2.19638e-06
9.261, -2.20052e-06
9.262, -2.20474e-06
9.263, -2.209e-06
9.264, -2.21319e-06
9.265, -2.21737e-06
9.266, -2.22162e-06
9.267, -2.22591e-06
9.268, -2.23014e-06
9.269, -2.23434e-06
9.27, -2.23863e-06
9.271, -2.24295e-06
9.272, -2.24721e-06
9.273, -2.25145e-06
9.274, -2.25576e-06
9.275, -2.26012e-06
9.276, -2.26441e-06
9.277, -2.26868e-06
9.278, -2.27303e-06
9.279, -2.27742e-06
9.28, -2.28174e-06
9.281, -2.28605e-06
9.282, -2.29043e-06
9.283, -2.29485e-06
9.284, -2.29921e-06
9.285, -2.30355e-06
9.286, -2.30797e-06
9.287, -2.31242e-06
9.288, -2.31681e-06
9.289, -2.32118e-06
9.29, -2.32563e-06
9.291, -2.33012e-06
9.292, -2.33455e-06
9.293, -2.33895e-06
9.294, -2.34344e-06
9.295, -2.34796e-06
9.296, -2.35242e-06
9.297, -2.35686e-06
9.298, -2.36138e-06
9.299, -2.36593e-06
9.3, -2.37043e-06
9.301, -2.3749e-06
9.302, -2.37945e-06
9.303, -2.38404e-06
9.304, -2.38857e-06
9.305, -2.39308e-06
9.306, -2.39767e-06
9.307, -2.40229e-06
9.308, -2.40685e-06
9.309, -2.4114e-06
9.31, -2.41602e-06
9.311, -2.42068e-06
9.312, -2.42528e-06
9.313, -2.42986e-06
9.314, -2.43452e-06
9.315, -2.43921e-06
9.316, -2.44384e-06
9.317, -2.44846e-06
9.318, -2.45315e-06
9.319, -2.45788e-06
9.32, -2.46255e-06
9.321, -2.4672e-06
9.322, -2.47193e-06
9.323, -2.4767e-06
9.324, -2.4814e-06
9.325, -2.48609e-06
9.326, -2.49085e-06
9.327, -2.49566e-06
9.328, -2.5004e-06
9.329, -2.50512e-06
9.33, -2.50992e-06
9.331, -2.51476e-06
9.332, -2.51954e-06
9.333, -2.5243e-06
9.334, -2.52913e-06
9.335, -2.53401e-06
9.336, -2.53883e-06
9.337, -2.54362e-06
9.338, -2.5485e-06
9.339, -2.55341e-06
9.34, -2.55826e-06
9.341, -2.56309e-06
9.342, -2.568e-06
9.343, -2.57296e-06
9.344, -2.57784e-06
9.345, -2.58271e-06
9.346, -2.58766e-06
9.347, -2.59265e-06
9.348, -2.59758e-06
9.349, -2.60248e-06
9.35, -2.60747e-06
9.351, -2.6125e-06
9.352, -2.61746e-06
9.353, -2.6224e-06
9.354, -2.62743e-06
9.355, -2.6325e-06
9.356, -2.6375e-06
9.357, -2.64248e-06
9.358, -2.64754e-06
9.359, -2.65265e-06
9.36, -2.65769e-06
9.361, -2.66271e-06
9.362, -2.66781e-06
9.363, -2.67295e-06
9.364, -2.67803e-06
9.365, -2.68309e-06
9.366, -2.68823e-06
9.367, -2.69341e-06
9.368, -2.69853e-06
9.369, -2.70363e-06
9.37, -2.70881e-06
9.371, -2.71403e-06
9.372, -2.71919e-06
9.373, -2.72433e-06
9.374, -2.72955e-06
9.375, -2.73481e-06
9.376, -2.74e-06
9.377, -2.74518e-06
9.378, -2.75044e-06
9.379, -2.75574e-06
9.38, -2.76098e-06
9.381, -2.7662e-06
9.382, -2.7715e-06
9.383, -2.77684e-06
9.384, -2.78211e-06
9.385, -2.78737e-06
9.386, -2.79271e-06
9.387, -2.79809e-06
9.388, -2.80341e-06
9.389, -2.80871e-06
9.39, -2.81409e-06
9.391, -2.81951e-06
9.392, -2.82487e-06
9.393, -2.83021e-06
9.394, -2.83563e-06
9.395, -2.84109e-06
9.396, -2.84649e-06
9.397, -2.85188e-06
9.398, -2.85734e-06
9.399, -2.86284e-06
9.4, -2.86828e-06
9.401, -2.87371e-06
9.402, -2.87921e-06
9.403, -2.88476e-06
9.404, -2.89024e-06
9.405, -2.89571e-06
9.406, -2.90125e-06
9.407, -2.90684e-06
9.408, -2.91236e-06
9.409, -2.91787e-06
9.41, -2.92346e-06
9.411, -2.92909e-06
9.412, -2.93466e-06
9.413, -2.94021e-06
9.414, -2.94584e-06
9.415, -2.95151e-06
9.416, -2.95712e-06
9.417, -2.96272e-06
9.418, -2.96839e-06
9.419, -2.97411e-06
9.42, -2.97976e-06
9.421, -2.9854e-06
9.422, -2.99111e-06
9.423, -2.99687e-06
9.424, -3.00257e-06
9.425, -3.00825e-06
9.426, -3.01401e-06
9.427, -3.01981e-06
9.428, -3.02555e-06
9.429, -3.03128e-06
9.43, -3.03708e-06
9.431, -3.04293e-06
9.432, -3.04871e-06
9.433, -3.05448e-06
9.434, -3.06033e-06
9.435, -3.06622e-06
9.436, -3.07205e-06
9.437, -3.07786e-06
9.438, -3.08376e-06
9.439, -3.08969e-06
9.44, -3.09557e-06
9.441, -3.10143e-06
9.442, -3.10737e-06
9.443, -3.11335e-06
9.444, -3.11926e-06
9.445, -3.12517e-06
9.446, -3.13115e-06
9.447, -3.13718e-06
