sim_time, my_robot/rail_cart_joint?0/velocity_1
1.07, 1.771e-08
1.071, -4.36194e-10
1.072, -1.77012e-08
1.073, 4.4827e-10
1.074, 1.771e-08
1.075, -4.36175e-10
1.076, -1.77012e-08
1.077, 4.48297e-10
1.078, 1.771e-08
1.079, -4.36147e-10
1.08, -1.77011e-08
1.081, 4.48321e-10
1.082, 1.771e-08
1.083, -4.36119e-10
1.084, -1.77011e-08
1.085, 4.48349e-10
1.086, 1.77101e-08
1.087, -4.36096e-10
1.088, -1.77011e-08
1.089, 4.48376e-10
1.09, 1.77101e-08
1.091, -4.36073e-10
1.092, -1.77011e-08
1.093, 4.48396e-10
1.094, 1.77101e-08
1.095, -4.3605e-10
1.096, -1.7701e-08
1.097, 4.48424e-10
1.098, 1.77101e-08
1.099, -4.36025e-10
1.1, -1.7701e-08
1.101, 4.4843e-10
1.102, 1.77102e-08
1.103, -4.3601e-10
1.104, -1.7701e-08
1.105, 4.48454e-10
1.106, 1.77102e-08
1.107, -4.35994e-10
1.108, -1.7701e-08
1.109, 4.48476e-10
1.11, 1.77102e-08
1.111, -4.3597e-10
1.112, -1.77009e-08
1.113, 4.48503e-10
1.114, 1.77102e-08
1.115, -4.35946e-10
1.116, -1.77009e-08
1.117, 4.48523e-10
1.118, 1.77103e-08
1.119, -4.35923e-10
1.12, -1.77009e-08
1.121, 4.48547e-10
1.122, 1.77103e-08
1.123, -4.35895e-10
1.124, -1.77009e-08
1.125, 4.48575e-10
1.126, 1.77103e-08
1.127, -4.35871e-10
1.128, -1.77008e-08
1.129, 4.48602e-10
1.13, 1.77103e-08
1.131, -4.35848e-10
1.132, -1.77008e-08
1.133, 4.48626e-10
1.134, 1.77104e-08
1.135, -4.35824e-10
1.136, -1.77008e-08
1.137, 4.48651e-10
1.138, 1.77104e-08
1.139, -4.35796e-10
1.14, -1.77008e-08
1.141, 4.4867e-10
1.142, 1.77104e-08
1.143, -4.3578e-10
1.144, -1.77007e-08
1.145, 4.4869e-10
1.146, 1.77104e-08
1.147, -4.35761e-10
1.148, -1.77007e-08
1.149, 4.48714e-10
1.15, 1.77105e-08
1.151, -4.35733e-10
1.152, -1.77007e-08
1.153, 4.48721e-10
